ROK,WEB_PUBL_DATE,MENA,R1_AREA,R1_POPIS_LNG,S1_POPIS_LNG,H_HODNOTA_PUBL
2018,2020-03-13 10:00:00,USD,TR,Türkiye,Registered capital,7.56468886317101
2019,2021-03-16 10:00:00,CZK,TR,Türkiye,Registered capital,319.79
2019,2021-03-16 10:00:00,EUR,TR,Türkiye,Registered capital,12.5852026761118
2019,2021-03-16 10:00:00,USD,TR,Türkiye,Registered capital,14.1368639759515
2020,2022-03-23 10:00:00,CZK,TR,Türkiye,Registered capital,204.294446675273
2020,2022-03-23 10:00:00,EUR,TR,Türkiye,Registered capital,7.78412827873016
2020,2022-03-23 10:00:00,USD,TR,Türkiye,Registered capital,9.55227225301693
2021,2023-03-23 10:00:00,CZK,TR,Türkiye,Registered capital,440.844770783446
2021,2023-03-23 10:00:00,EUR,TR,Türkiye,Registered capital,17.7330961698892
2021,2023-03-23 10:00:00,USD,TR,Türkiye,Registered capital,20.0831292780942
2014,2016-03-22 10:00:00,CZK,TR,Türkiye,Reinvestment of earnings,10.847
2014,2016-03-22 10:00:00,EUR,TR,Türkiye,Reinvestment of earnings,0.391235347159603
2014,2016-03-22 10:00:00,USD,TR,Türkiye,Reinvestment of earnings,0.475037225190505
2015,2017-03-21 10:00:00,CZK,TR,Türkiye,Reinvestment of earnings,29.708
2015,2017-03-21 10:00:00,EUR,TR,Türkiye,Reinvestment of earnings,1.09927844588344
2015,2017-03-21 10:00:00,USD,TR,Türkiye,Reinvestment of earnings,1.19674508540122
2016,2018-03-16 10:00:00,CZK,TR,Türkiye,Reinvestment of earnings,0
2016,2018-03-16 10:00:00,EUR,TR,Türkiye,Reinvestment of earnings,0
2016,2018-03-16 10:00:00,USD,TR,Türkiye,Reinvestment of earnings,0
2017,2019-03-15 10:00:00,CZK,TR,Türkiye,Reinvestment of earnings,57.731
2017,2019-03-15 10:00:00,EUR,TR,Türkiye,Reinvestment of earnings,2.26041503523884
2017,2019-03-15 10:00:00,USD,TR,Türkiye,Reinvestment of earnings,2.71152130007985
2018,2020-03-13 10:00:00,CZK,TR,Türkiye,Reinvestment of earnings,3.205
2018,2020-03-13 10:00:00,EUR,TR,Türkiye,Reinvestment of earnings,0.124586977648202
2018,2020-03-13 10:00:00,USD,TR,Türkiye,Reinvestment of earnings,0.142660019585151
2019,2021-03-16 10:00:00,CZK,TR,Türkiye,Reinvestment of earnings,109.2878
2019,2021-03-16 10:00:00,EUR,TR,Türkiye,Reinvestment of earnings,4.30097599370327
2019,2021-03-16 10:00:00,USD,TR,Türkiye,Reinvestment of earnings,4.83125414437912
2020,2022-03-23 10:00:00,CZK,TR,Türkiye,Reinvestment of earnings,95.78232
2020,2022-03-23 10:00:00,EUR,TR,Türkiye,Reinvestment of earnings,3.64954543722614
2020,2022-03-23 10:00:00,USD,TR,Türkiye,Reinvestment of earnings,4.47852994809931
2021,2023-03-23 10:00:00,CZK,TR,Türkiye,Reinvestment of earnings,-12.648473
2021,2023-03-23 10:00:00,EUR,TR,Türkiye,Reinvestment of earnings,-0.508788133547868
2021,2023-03-23 10:00:00,USD,TR,Türkiye,Reinvestment of earnings,-0.57621397658421
2014,2016-03-22 10:00:00,CZK,TR,Türkiye,Other capital,-338.657
2014,2016-03-22 10:00:00,EUR,TR,Türkiye,Other capital,-12.2148602344454
2014,2016-03-22 10:00:00,USD,TR,Türkiye,Other capital,-14.8312604011562
2015,2017-03-21 10:00:00,CZK,TR,Türkiye,Other capital,-168.851
2015,2017-03-21 10:00:00,EUR,TR,Türkiye,Other capital,-6.24795559666975
2015,2017-03-21 10:00:00,USD,TR,Türkiye,Other capital,-6.80192555591363
2016,2018-03-16 10:00:00,CZK,TR,Türkiye,Other capital,-173.157
2016,2018-03-16 10:00:00,EUR,TR,Türkiye,Other capital,-6.40847520355292
2016,2018-03-16 10:00:00,USD,TR,Türkiye,Other capital,-6.75365653886657
2017,2019-03-15 10:00:00,CZK,TR,Türkiye,Other capital,-421.059
2017,2019-03-15 10:00:00,EUR,TR,Türkiye,Other capital,-16.4862568519969
2017,2019-03-15 10:00:00,USD,TR,Türkiye,Other capital,-19.7763843877695
2018,2020-03-13 10:00:00,CZK,TR,Türkiye,Other capital,-75.014
2018,2020-03-13 10:00:00,EUR,TR,Türkiye,Other capital,-2.91599611273081
2018,2020-03-13 10:00:00,USD,TR,Türkiye,Other capital,-3.33900115730437
2019,2021-03-16 10:00:00,CZK,TR,Türkiye,Other capital,225.942201
2019,2021-03-16 10:00:00,EUR,TR,Türkiye,Other capital,8.89186151121606
2019,2021-03-16 10:00:00,USD,TR,Türkiye,Other capital,9.98816148711374
2020,2022-03-23 10:00:00,CZK,TR,Türkiye,Other capital,98.156
2020,2022-03-23 10:00:00,EUR,TR,Türkiye,Other capital,3.73998856925129
2020,2022-03-23 10:00:00,USD,TR,Türkiye,Other capital,4.58951699630617
2021,2023-03-23 10:00:00,CZK,TR,Türkiye,Other capital,-584.882
2021,2023-03-23 10:00:00,EUR,TR,Türkiye,Other capital,-23.5270313757039
2021,2023-03-23 10:00:00,USD,TR,Türkiye,Other capital,-26.6448908933534
2014,2016-03-22 10:00:00,CZK,TR,Türkiye,Sum,-202.123
2014,2016-03-22 10:00:00,EUR,TR,Türkiye,Sum,-7.29027953110911
2014,2016-03-22 10:00:00,USD,TR,Türkiye,Sum,-8.85184374178856
2015,2017-03-21 10:00:00,CZK,TR,Türkiye,Sum,-14.7
2015,2017-03-21 10:00:00,EUR,TR,Türkiye,Sum,-0.543940795559667
2015,2017-03-21 10:00:00,USD,TR,Türkiye,Sum,-0.59216886883661
2016,2018-03-16 10:00:00,CZK,TR,Türkiye,Sum,60.0881459
2016,2018-03-16 10:00:00,EUR,TR,Türkiye,Sum,2.22383959659511
2016,2018-03-16 10:00:00,USD,TR,Türkiye,Sum,2.34362283630407
2017,2019-03-15 10:00:00,CZK,TR,Türkiye,Sum,-183.6638
2017,2019-03-15 10:00:00,EUR,TR,Türkiye,Sum,-7.19122161315583
2017,2019-03-15 10:00:00,USD,TR,Türkiye,Sum,-8.62635855525809
2018,2020-03-13 10:00:00,CZK,TR,Türkiye,Sum,98.1393
2018,2020-03-13 10:00:00,EUR,TR,Türkiye,Sum,3.8149387755102
2018,2020-03-13 10:00:00,USD,TR,Türkiye,Sum,4.36834772545179
2019,2021-03-16 10:00:00,CZK,TR,Türkiye,Sum,655.020001
2019,2021-03-16 10:00:00,EUR,TR,Türkiye,Sum,25.7780401810311
2019,2021-03-16 10:00:00,USD,TR,Türkiye,Sum,28.9562796074444
2020,2022-03-23 10:00:00,CZK,TR,Türkiye,Sum,398.232766675273
2020,2022-03-23 10:00:00,EUR,TR,Türkiye,Sum,15.1736622852076
2020,2022-03-23 10:00:00,USD,TR,Türkiye,Sum,18.6203191974224
2021,2023-03-23 10:00:00,CZK,TR,Türkiye,Sum,-156.685702216554
2021,2023-03-23 10:00:00,EUR,TR,Türkiye,Sum,-6.30272333936257
2021,2023-03-23 10:00:00,USD,TR,Türkiye,Sum,-7.13797559184336
2014,2016-03-22 10:00:00,CZK,UA,Ukraine,Registered capital,874.28959
2014,2016-03-22 10:00:00,EUR,UA,Ukraine,Registered capital,31.5343404869252
2014,2016-03-22 10:00:00,USD,UA,Ukraine,Registered capital,38.2889371113252
2015,2017-03-21 10:00:00,CZK,UA,Ukraine,Registered capital,1238.36139
2015,2017-03-21 10:00:00,EUR,UA,Ukraine,Registered capital,45.8228081406105
2015,2017-03-21 10:00:00,USD,UA,Ukraine,Registered capital,49.8856505800838
2016,2018-03-16 10:00:00,CZK,UA,Ukraine,Registered capital,1980.28969
2016,2018-03-16 10:00:00,EUR,UA,Ukraine,Registered capital,73.2897738712065
2016,2018-03-16 10:00:00,USD,UA,Ukraine,Registered capital,77.2373996645735
2017,2019-03-15 10:00:00,CZK,UA,Ukraine,Registered capital,2131.7527
2017,2019-03-15 10:00:00,EUR,UA,Ukraine,Registered capital,83.4672161315583
2017,2019-03-15 10:00:00,USD,UA,Ukraine,Registered capital,100.124592550843
2018,2020-03-13 10:00:00,CZK,UA,Ukraine,Registered capital,2273.8463
2018,2020-03-13 10:00:00,EUR,UA,Ukraine,Registered capital,88.3905267249757
2018,2020-03-13 10:00:00,USD,UA,Ukraine,Registered capital,101.212779310959
2019,2021-03-16 10:00:00,CZK,UA,Ukraine,Registered capital,3092.828
2019,2021-03-16 10:00:00,EUR,UA,Ukraine,Registered capital,121.716961826053
2019,2021-03-16 10:00:00,USD,UA,Ukraine,Registered capital,136.723752265594
2020,2022-03-23 10:00:00,CZK,UA,Ukraine,Registered capital,3993.49214749742
2020,2022-03-23 10:00:00,EUR,UA,Ukraine,Registered capital,152.162017431793
2020,2022-03-23 10:00:00,USD,UA,Ukraine,Registered capital,186.725213797981
2021,2023-03-23 10:00:00,CZK,UA,Ukraine,Registered capital,6193.92558772607
2021,2023-03-23 10:00:00,EUR,UA,Ukraine,Registered capital,249.152276256077
2021,2023-03-23 10:00:00,USD,UA,Ukraine,Registered capital,282.170542924061
2014,2016-03-22 10:00:00,CZK,UA,Ukraine,Reinvestment of earnings,304.17159
2014,2016-03-22 10:00:00,EUR,UA,Ukraine,Reinvestment of earnings,10.9710221821461
2014,2016-03-22 10:00:00,USD,UA,Ukraine,Reinvestment of earnings,13.3209945695016
2015,2017-03-21 10:00:00,CZK,UA,Ukraine,Reinvestment of earnings,-12.697785
2015,2017-03-21 10:00:00,EUR,UA,Ukraine,Reinvestment of earnings,-0.4698532839963
2015,2017-03-21 10:00:00,USD,UA,Ukraine,Reinvestment of earnings,-0.511512447631324
2016,2018-03-16 10:00:00,CZK,UA,Ukraine,Reinvestment of earnings,-12.2564
2016,2018-03-16 10:00:00,EUR,UA,Ukraine,Reinvestment of earnings,-0.45360473723168
2016,2018-03-16 10:00:00,USD,UA,Ukraine,Reinvestment of earnings,-0.478037364951831
2017,2019-03-15 10:00:00,CZK,UA,Ukraine,Reinvestment of earnings,28.225364
2017,2019-03-15 10:00:00,EUR,UA,Ukraine,Reinvestment of earnings,1.10514346123727
2017,2019-03-15 10:00:00,USD,UA,Ukraine,Reinvestment of earnings,1.32569461274717
2018,2020-03-13 10:00:00,CZK,UA,Ukraine,Reinvestment of earnings,-180.02214
2018,2020-03-13 10:00:00,EUR,UA,Ukraine,Reinvestment of earnings,-6.99794518950437
2018,2020-03-13 10:00:00,USD,UA,Ukraine,Reinvestment of earnings,-8.0130926733731
2019,2021-03-16 10:00:00,CZK,UA,Ukraine,Reinvestment of earnings,-325.958825
2019,2021-03-16 10:00:00,EUR,UA,Ukraine,Reinvestment of earnings,-12.8279742227469
2019,2021-03-16 10:00:00,USD,UA,Ukraine,Reinvestment of earnings,-14.409567437337
2020,2022-03-23 10:00:00,CZK,UA,Ukraine,Reinvestment of earnings,-309.968682
2020,2022-03-23 10:00:00,EUR,UA,Ukraine,Reinvestment of earnings,-11.8105803772147
2020,2022-03-23 10:00:00,USD,UA,Ukraine,Reinvestment of earnings,-14.4933222050778
2021,2023-03-23 10:00:00,CZK,UA,Ukraine,Reinvestment of earnings,-1434.130207
2021,2023-03-23 10:00:00,EUR,UA,Ukraine,Reinvestment of earnings,-57.6882625502816
2021,2023-03-23 10:00:00,USD,UA,Ukraine,Reinvestment of earnings,-65.3332516514054
2014,2016-03-22 10:00:00,CZK,UA,Ukraine,Other capital,-24.458
2014,2016-03-22 10:00:00,EUR,UA,Ukraine,Other capital,-0.882164111812444
2014,2016-03-22 10:00:00,USD,UA,Ukraine,Other capital,-1.07112201103617
2015,2017-03-21 10:00:00,CZK,UA,Ukraine,Other capital,-4.368
2015,2017-03-21 10:00:00,EUR,UA,Ukraine,Other capital,-0.161628122109158
2015,2017-03-21 10:00:00,USD,UA,Ukraine,Other capital,-0.175958749597164
2016,2018-03-16 10:00:00,CZK,UA,Ukraine,Other capital,123.47
2016,2018-03-16 10:00:00,EUR,UA,Ukraine,Other capital,4.56957809030348
2016,2018-03-16 10:00:00,USD,UA,Ukraine,Other capital,4.81571044112485
2017,2019-03-15 10:00:00,CZK,UA,Ukraine,Other capital,282.882
2017,2019-03-15 10:00:00,EUR,UA,Ukraine,Other capital,11.0760375880971
2017,2019-03-15 10:00:00,USD,UA,Ukraine,Other capital,13.2864590672115
2018,2020-03-13 10:00:00,CZK,UA,Ukraine,Other capital,324.068
2018,2020-03-13 10:00:00,EUR,UA,Ukraine,Other capital,12.5973955296404
2018,2020-03-13 10:00:00,USD,UA,Ukraine,Other capital,14.4248197275884
2019,2021-03-16 10:00:00,CZK,UA,Ukraine,Other capital,114.845218
2019,2021-03-16 10:00:00,EUR,UA,Ukraine,Other capital,4.51968587170405
2019,2021-03-16 10:00:00,USD,UA,Ukraine,Other capital,5.07692931346978
2020,2022-03-23 10:00:00,CZK,UA,Ukraine,Other capital,-42.093
2020,2022-03-23 10:00:00,EUR,UA,Ukraine,Other capital,-1.60384835206706
2020,2022-03-23 10:00:00,USD,UA,Ukraine,Other capital,-1.9681582269603
2021,2023-03-23 10:00:00,CZK,UA,Ukraine,Other capital,-266.547
2021,2023-03-23 10:00:00,EUR,UA,Ukraine,Other capital,-10.721922767498
2021,2023-03-23 10:00:00,USD,UA,Ukraine,Other capital,-12.1428180948476
2014,2016-03-22 10:00:00,CZK,UA,Ukraine,Sum,1154.00318
2014,2016-03-22 10:00:00,EUR,UA,Ukraine,Sum,41.6231985572588
2014,2016-03-22 10:00:00,USD,UA,Ukraine,Sum,50.5388096697907
2015,2017-03-21 10:00:00,CZK,UA,Ukraine,Sum,1221.295605
2015,2017-03-21 10:00:00,EUR,UA,Ukraine,Sum,45.1913267345051
2015,2017-03-21 10:00:00,USD,UA,Ukraine,Sum,49.1981793828553
2016,2018-03-16 10:00:00,CZK,UA,Ukraine,Sum,2091.50329
2016,2018-03-16 10:00:00,EUR,UA,Ukraine,Sum,77.4057472242783
2016,2018-03-16 10:00:00,USD,UA,Ukraine,Sum,81.5750727407465
2017,2019-03-15 10:00:00,CZK,UA,Ukraine,Sum,2442.860064
2017,2019-03-15 10:00:00,EUR,UA,Ukraine,Sum,95.6483971808927
2017,2019-03-15 10:00:00,USD,UA,Ukraine,Sum,114.736746230802
2018,2020-03-13 10:00:00,CZK,UA,Ukraine,Sum,2417.89216
2018,2020-03-13 10:00:00,EUR,UA,Ukraine,Sum,93.9899770651117
2018,2020-03-13 10:00:00,USD,UA,Ukraine,Sum,107.624506365174
2019,2021-03-16 10:00:00,CZK,UA,Ukraine,Sum,2881.714393
2019,2021-03-16 10:00:00,EUR,UA,Ukraine,Sum,113.40867347501
2019,2021-03-16 10:00:00,USD,UA,Ukraine,Sum,127.391114141727
2020,2022-03-23 10:00:00,CZK,UA,Ukraine,Sum,3641.43046549742
2020,2022-03-23 10:00:00,EUR,UA,Ukraine,Sum,138.747588702512
2020,2022-03-23 10:00:00,USD,UA,Ukraine,Sum,170.263733365943
2021,2023-03-23 10:00:00,CZK,UA,Ukraine,Sum,4493.24838072607
2021,2023-03-23 10:00:00,EUR,UA,Ukraine,Sum,180.742090938297
2021,2023-03-23 10:00:00,USD,UA,Ukraine,Sum,204.694473177808
2014,2016-03-22 10:00:00,CZK,GB,United Kingdom,Registered capital,48479.7082345
2014,2016-03-22 10:00:00,EUR,GB,United Kingdom,Registered capital,1748.59182090171
2014,2016-03-22 10:00:00,USD,GB,United Kingdom,Registered capital,2123.13691138215
2015,2017-03-21 10:00:00,CZK,GB,United Kingdom,Registered capital,50822.2810213
2015,2017-03-21 10:00:00,EUR,GB,United Kingdom,Registered capital,1880.56544019611
2015,2017-03-21 10:00:00,USD,GB,United Kingdom,Registered capital,2047.30426286255
2016,2018-03-16 10:00:00,CZK,GB,United Kingdom,Registered capital,54226.37113
2016,2018-03-16 10:00:00,EUR,GB,United Kingdom,Registered capital,2006.89752516654
2016,2018-03-16 10:00:00,USD,GB,United Kingdom,Registered capital,2114.99555871914
2017,2019-03-15 10:00:00,CZK,GB,United Kingdom,Registered capital,53329.644085
2017,2019-03-15 10:00:00,EUR,GB,United Kingdom,Registered capital,2088.08316699295
2017,2019-03-15 10:00:00,USD,GB,United Kingdom,Registered capital,2504.7975240712
2018,2020-03-13 10:00:00,CZK,GB,United Kingdom,Registered capital,50188.7585365
2018,2020-03-13 10:00:00,EUR,GB,United Kingdom,Registered capital,1950.97214913508
2018,2020-03-13 10:00:00,USD,GB,United Kingdom,Registered capital,2233.98729353245
2019,2021-03-16 10:00:00,CZK,GB,United Kingdom,Registered capital,71853.05326706
2019,2021-03-16 10:00:00,EUR,GB,United Kingdom,Registered capital,2827.74707859347
2019,2021-03-16 10:00:00,USD,GB,United Kingdom,Registered capital,3176.38712997038
2020,2022-03-23 10:00:00,CZK,GB,United Kingdom,Registered capital,74714.7147524961
2020,2022-03-23 10:00:00,EUR,GB,United Kingdom,Registered capital,2846.81709859006
2020,2022-03-23 10:00:00,USD,GB,United Kingdom,Registered capital,3493.46400862656
2021,2023-03-23 10:00:00,CZK,GB,United Kingdom,Registered capital,86681.8186279261
2021,2023-03-23 10:00:00,EUR,GB,United Kingdom,Registered capital,3486.79881850065
2021,2023-03-23 10:00:00,USD,GB,United Kingdom,Registered capital,3948.87789294001
2014,2016-03-22 10:00:00,CZK,GB,United Kingdom,Reinvestment of earnings,16605.2350313
2014,2016-03-22 10:00:00,EUR,GB,United Kingdom,Reinvestment of earnings,598.926421327322
2014,2016-03-22 10:00:00,USD,GB,United Kingdom,Reinvestment of earnings,727.215338149251
2015,2017-03-21 10:00:00,CZK,GB,United Kingdom,Reinvestment of earnings,38862.2332718
2015,2017-03-21 10:00:00,EUR,GB,United Kingdom,Reinvestment of earnings,1438.01048184274
2015,2017-03-21 10:00:00,USD,GB,United Kingdom,Reinvestment of earnings,1565.51052496777
2016,2018-03-16 10:00:00,CZK,GB,United Kingdom,Reinvestment of earnings,28100.96117235
2016,2018-03-16 10:00:00,EUR,GB,United Kingdom,Reinvestment of earnings,1040.00596492783
2016,2018-03-16 10:00:00,USD,GB,United Kingdom,Reinvestment of earnings,1096.02407162331
2017,2019-03-15 10:00:00,CZK,GB,United Kingdom,Reinvestment of earnings,26480.9281828
2017,2019-03-15 10:00:00,EUR,GB,United Kingdom,Reinvestment of earnings,1036.84135406421
2017,2019-03-15 10:00:00,USD,GB,United Kingdom,Reinvestment of earnings,1243.76159798976
2018,2020-03-13 10:00:00,CZK,GB,United Kingdom,Reinvestment of earnings,26597.2537455
2018,2020-03-13 10:00:00,EUR,GB,United Kingdom,Reinvestment of earnings,1033.90685113703
2018,2020-03-13 10:00:00,USD,GB,United Kingdom,Reinvestment of earnings,1183.88915452239
2019,2021-03-16 10:00:00,CZK,GB,United Kingdom,Reinvestment of earnings,24301.184381455
2019,2021-03-16 10:00:00,EUR,GB,United Kingdom,Reinvestment of earnings,956.363021702283
2019,2021-03-16 10:00:00,USD,GB,United Kingdom,Reinvestment of earnings,1074.27542466978
2020,2022-03-23 10:00:00,CZK,GB,United Kingdom,Reinvestment of earnings,19517.3548285
2020,2022-03-23 10:00:00,EUR,GB,United Kingdom,Reinvestment of earnings,743.659928691179
2020,2022-03-23 10:00:00,USD,GB,United Kingdom,Reinvestment of earnings,912.580297774349
2021,2023-03-23 10:00:00,CZK,GB,United Kingdom,Reinvestment of earnings,33181.61148501
2021,2023-03-23 10:00:00,EUR,GB,United Kingdom,Reinvestment of earnings,1334.73899778801
2021,2023-03-23 10:00:00,USD,GB,United Kingdom,Reinvestment of earnings,1511.62186164685
2014,2016-03-22 10:00:00,CZK,GB,United Kingdom,Other capital,6955.417772
2014,2016-03-22 10:00:00,EUR,GB,United Kingdom,Other capital,250.871696014427
2014,2016-03-22 10:00:00,USD,GB,United Kingdom,Other capital,304.607943067356
2015,2017-03-21 10:00:00,CZK,GB,United Kingdom,Other capital,25947.0120039
2015,2017-03-21 10:00:00,EUR,GB,United Kingdom,Other capital,960.111452503238
2015,2017-03-21 10:00:00,USD,GB,United Kingdom,Other capital,1045.23896245166
2016,2018-03-16 10:00:00,CZK,GB,United Kingdom,Other capital,9742.38377
2016,2018-03-16 10:00:00,EUR,GB,United Kingdom,Other capital,360.561945595855
2016,2018-03-16 10:00:00,USD,GB,United Kingdom,Other capital,379.982985685869
2017,2019-03-15 10:00:00,CZK,GB,United Kingdom,Other capital,4130.24098
2017,2019-03-15 10:00:00,EUR,GB,United Kingdom,Other capital,161.7165614722
2017,2019-03-15 10:00:00,USD,GB,United Kingdom,Other capital,193.989994833498
2018,2020-03-13 10:00:00,CZK,GB,United Kingdom,Other capital,6980.549181
2018,2020-03-13 10:00:00,EUR,GB,United Kingdom,Other capital,271.352737842566
2018,2020-03-13 10:00:00,USD,GB,United Kingdom,Other capital,310.716156903766
2019,2021-03-16 10:00:00,CZK,GB,United Kingdom,Other capital,12573.842349
2019,2021-03-16 10:00:00,EUR,GB,United Kingdom,Other capital,494.838345100354
2019,2021-03-16 10:00:00,USD,GB,United Kingdom,Other capital,555.848209584015
2020,2022-03-23 10:00:00,CZK,GB,United Kingdom,Other capital,25017.4416801
2020,2022-03-23 10:00:00,EUR,GB,United Kingdom,Other capital,953.226964377977
2020,2022-03-23 10:00:00,USD,GB,United Kingdom,Other capital,1169.7499265956
2021,2023-03-23 10:00:00,CZK,GB,United Kingdom,Other capital,1370.5522495
2021,2023-03-23 10:00:00,EUR,GB,United Kingdom,Other capital,55.1308225864843
2021,2023-03-23 10:00:00,USD,GB,United Kingdom,Other capital,62.436893512824
2014,2016-03-22 10:00:00,CZK,GB,United Kingdom,Sum,72040.3610378
2014,2016-03-22 10:00:00,EUR,GB,United Kingdom,Sum,2598.38993824346
2014,2016-03-22 10:00:00,USD,GB,United Kingdom,Sum,3154.96019259876
2015,2017-03-21 10:00:00,CZK,GB,United Kingdom,Sum,115631.526297
2015,2017-03-21 10:00:00,EUR,GB,United Kingdom,Sum,4278.68737454209
2015,2017-03-21 10:00:00,USD,GB,United Kingdom,Sum,4658.05375028199
2016,2018-03-16 10:00:00,CZK,GB,United Kingdom,Sum,92069.71607235
2016,2018-03-16 10:00:00,EUR,GB,United Kingdom,Sum,3407.46543569023
2016,2018-03-16 10:00:00,USD,GB,United Kingdom,Sum,3591.00261602832
2017,2019-03-15 10:00:00,CZK,GB,United Kingdom,Sum,83940.8132478
2017,2019-03-15 10:00:00,EUR,GB,United Kingdom,Sum,3286.64108252937
2017,2019-03-15 10:00:00,USD,GB,United Kingdom,Sum,3942.54911689446
2018,2020-03-13 10:00:00,CZK,GB,United Kingdom,Sum,83766.561463
2018,2020-03-13 10:00:00,EUR,GB,United Kingdom,Sum,3256.23173811467
2018,2020-03-13 10:00:00,USD,GB,United Kingdom,Sum,3728.5926049586
2019,2021-03-16 10:00:00,CZK,GB,United Kingdom,Sum,108728.079997515
2019,2021-03-16 10:00:00,EUR,GB,United Kingdom,Sum,4278.9484453961
2019,2021-03-16 10:00:00,USD,GB,United Kingdom,Sum,4806.51076422417
2020,2022-03-23 10:00:00,CZK,GB,United Kingdom,Sum,119249.511261096
2020,2022-03-23 10:00:00,EUR,GB,United Kingdom,Sum,4543.70399165922
2020,2022-03-23 10:00:00,USD,GB,United Kingdom,Sum,5575.7942329965
2021,2023-03-23 10:00:00,CZK,GB,United Kingdom,Sum,121233.982362436
2021,2023-03-23 10:00:00,EUR,GB,United Kingdom,Sum,4876.66863887514
2021,2023-03-23 10:00:00,USD,GB,United Kingdom,Sum,5522.93664809968
2014,2016-03-22 10:00:00,CZK,F1,AFRICA,Registered capital,650.15351428
2014,2016-03-22 10:00:00,EUR,F1,AFRICA,Registered capital,23.4500816692516
2014,2016-03-22 10:00:00,USD,F1,AFRICA,Registered capital,28.4730452080231
2015,2017-03-21 10:00:00,CZK,F1,AFRICA,Registered capital,949.3877228
2015,2017-03-21 10:00:00,EUR,F1,AFRICA,Registered capital,35.1299804921369
2015,2017-03-21 10:00:00,USD,F1,AFRICA,Registered capital,38.2447519658395
2016,2018-03-16 10:00:00,CZK,F1,AFRICA,Registered capital,1349.771794
2016,2018-03-16 10:00:00,EUR,F1,AFRICA,Registered capital,49.9545445595855
2016,2018-03-16 10:00:00,USD,F1,AFRICA,Registered capital,52.6452589414564
2017,2019-03-15 10:00:00,CZK,F1,AFRICA,Registered capital,1202.584942
2017,2019-03-15 10:00:00,EUR,F1,AFRICA,Registered capital,47.086332889585
2017,2019-03-15 10:00:00,USD,F1,AFRICA,Registered capital,56.4832531116434
2018,2020-03-13 10:00:00,CZK,F1,AFRICA,Registered capital,1401.038809
2018,2020-03-13 10:00:00,EUR,F1,AFRICA,Registered capital,54.4621500097182
2018,2020-03-13 10:00:00,USD,F1,AFRICA,Registered capital,62.3626283717618
2019,2021-03-16 10:00:00,CZK,F1,AFRICA,Registered capital,1999.008342
2019,2021-03-16 10:00:00,EUR,F1,AFRICA,Registered capital,78.6701433293979
2019,2021-03-16 10:00:00,USD,F1,AFRICA,Registered capital,88.3695832191327
2020,2022-03-23 10:00:00,CZK,F1,AFRICA,Registered capital,1430.22496560666
2020,2022-03-23 10:00:00,EUR,F1,AFRICA,Registered capital,54.4951406213243
2020,2022-03-23 10:00:00,USD,F1,AFRICA,Registered capital,66.8735664472183
2021,2023-03-23 10:00:00,CZK,F1,AFRICA,Registered capital,2328.38680174508
2021,2023-03-23 10:00:00,EUR,F1,AFRICA,Registered capital,93.6599678899871
2021,2023-03-23 10:00:00,USD,F1,AFRICA,Registered capital,106.07201502187
2014,2016-03-22 10:00:00,CZK,F1,AFRICA,Reinvestment of earnings,-553.18370436
2014,2016-03-22 10:00:00,EUR,F1,AFRICA,Reinvestment of earnings,-19.9525231509468
2014,2016-03-22 10:00:00,USD,F1,AFRICA,Reinvestment of earnings,-24.2263162109135
2015,2017-03-21 10:00:00,CZK,F1,AFRICA,Reinvestment of earnings,-786.9884888
2015,2017-03-21 10:00:00,EUR,F1,AFRICA,Reinvestment of earnings,-29.1207581424607
2015,2017-03-21 10:00:00,USD,F1,AFRICA,Reinvestment of earnings,-31.7027267483081
2016,2018-03-16 10:00:00,CZK,F1,AFRICA,Reinvestment of earnings,-862.355255
2016,2018-03-16 10:00:00,EUR,F1,AFRICA,Reinvestment of earnings,-31.915442450037
2016,2018-03-16 10:00:00,USD,F1,AFRICA,Reinvestment of earnings,-33.6345120714536
2017,2019-03-15 10:00:00,CZK,F1,AFRICA,Reinvestment of earnings,-754.860036
2017,2019-03-15 10:00:00,EUR,F1,AFRICA,Reinvestment of earnings,-29.5559920125294
2017,2019-03-15 10:00:00,USD,F1,AFRICA,Reinvestment of earnings,-35.4544190503029
2018,2020-03-13 10:00:00,CZK,F1,AFRICA,Reinvestment of earnings,-784.15217
2018,2020-03-13 10:00:00,EUR,F1,AFRICA,Reinvestment of earnings,-30.4821057337221
2018,2020-03-13 10:00:00,USD,F1,AFRICA,Reinvestment of earnings,-34.903951304193
2019,2021-03-16 10:00:00,CZK,F1,AFRICA,Reinvestment of earnings,-1841.637187
2019,2021-03-16 10:00:00,EUR,F1,AFRICA,Reinvestment of earnings,-72.4768668634396
2019,2021-03-16 10:00:00,USD,F1,AFRICA,Reinvestment of earnings,-81.4127221166173
2020,2022-03-23 10:00:00,CZK,F1,AFRICA,Reinvestment of earnings,-2008.0823
2020,2022-03-23 10:00:00,EUR,F1,AFRICA,Reinvestment of earnings,-76.5129472280434
2020,2022-03-23 10:00:00,USD,F1,AFRICA,Reinvestment of earnings,-93.8926590919718
2021,2023-03-23 10:00:00,CZK,F1,AFRICA,Reinvestment of earnings,-2491.469846
2021,2023-03-23 10:00:00,EUR,F1,AFRICA,Reinvestment of earnings,-100.220025985519
2021,2023-03-23 10:00:00,USD,F1,AFRICA,Reinvestment of earnings,-113.501427998724
2014,2016-03-22 10:00:00,CZK,F1,AFRICA,Other capital,218.978
