"","year","country","gp","npos","nneg","nneu","nmention","log_senti","add_senti","total_ne","salience","import","export","balance","eu","n_balance","n_import","n_export","election_1","right_wing_gov"
"28",1998,"Czechia","USA",131,63,67,261,0.727966945719173,0.260536398467433,40093,6.50986456488664,1118473.728,620919.104,-497554.624,0,-1.02766229971518,-0.967984221374911,-1.05737172543295,0,1
"29",1998,"Czechia","RU",94,112,48,254,-0.174353387144778,-0.0708661417322835,40093,6.33527049609658,1593678.336,681875.584,-911802.752,0,0.672240499436915,-1.09055961133925,-0.923878330634884,0,1
"30",1998,"Czechia","CN",6,12,4,22,-0.653926467406664,-0.272727272727273,40093,0.548724216197341,519306.72,45277.192,-474029.528,0,0.935902658081975,-0.940183466292654,-0.955424210454419,0,1
"31",1998,"Hungary","USA",117,53,60,230,0.786756679682253,0.278260869565217,66776,3.44435126392716,985817.984,1034347.008,48529.024,0,-0.9093332686602,-0.912930370948756,-0.988444082354356,0,1
"32",1998,"Hungary","CN",4,9,7,20,-0.747214401830221,-0.25,66776,0.299508805558883,434099.008,18850,-415249.008,0,1.25272802983986,-1.29135782327417,-1.12042745711564,0,1
"33",1998,"Hungary","RU",43,96,49,188,-0.796782070250302,-0.281914893617021,66776,2.8153827722535,1533264,643283.008,-889980.992,0,1.1080340252337,-1.12685418793384,-1.01317266134549,0,1
"34",1999,"Czechia","USA",97,82,46,225,0.167054084663166,0.0666666666666667,57441,3.91706272523111,1177306.614,653242.865,-524063.749,0,-1.10606347116181,-0.922380267120217,-1.03596021138978,0,0
"35",1999,"Czechia","CN",18,20,11,49,-0.102654154060083,-0.0408163265306122,57441,0.853049215716997,564735.819,58689.854,-506045.965,0,0.932519351090289,-0.935818129449948,-0.941611892569598,0,0
"36",1999,"Czechia","RU",45,59,34,138,-0.268263986594679,-0.101449275362319,57441,2.40246513814175,1389652.849,384866.107,-1004786.742,0,0.598471632745578,-1.17522551339085,-1.07797922236566,0,0
"37",1999,"Hungary","USA",167,107,118,392,0.443492503697404,0.153061224489796,88057,4.45166199166449,967904,1297182,329278,0,-0.454712701337273,-0.941430101617323,-0.759626576528851,0,1
"38",1999,"Hungary","RU",64,133,84,281,-0.727436254038577,-0.245551601423488,88057,3.19111484606562,1631062,356233,-1274829,0,0.861643156824161,-1.08834540476487,-1.27029351175924,0,1
"39",1999,"Hungary","CN",23,16,15,54,0.353640040243578,0.12962962962963,88057,0.613239151912966,610175,70780,-539395,0,1.19032893952251,-1.22721516572027,-1.0651461001247,0,1
"40",2000,"Czechia","USA",50,39,18,107,0.245672664374238,0.102803738317757,43011,2.48773569551975,1420801.481,818242.578,-602558.903,0,-1.33821417498487,-0.73363669985886,-0.926663101068383,0,0
"41",2000,"Czechia","RU",13,24,16,53,-0.595983432106298,-0.207547169811321,43011,1.23224291460324,2079208.618,386505.014,-1692703.604,0,0.0527126554463553,-0.889075669781994,-1.0771288891281,0,0
"42",2000,"Czechia","CN",1,1,4,6,0,0,43011,0.139499197879612,694820.049,66119.751,-628700.298,0,0.919557969335052,-0.923318179101513,-0.93396060759608,0,0
"43",2000,"Hungary","USA",180,90,114,384,0.690380927067055,0.234375,103914,3.69536347364167,1223605,1475016,251411,0,-0.580803774651586,-0.534630049117369,-0.604808787537602,0,1
"44",2000,"Hungary","CN",8,19,8,35,-0.83034830207343,-0.314285714285714,103914,0.336816983274631,938818,40640,-898178,0,1.00999502410035,-1.10749392963894,-1.09723121662204,0,1
"45",2000,"Hungary","RU",83,140,91,314,-0.520360856916991,-0.181528662420382,103914,3.0217295070924,2588598,455388,-2133210,0,0.31208271836595,-0.711307569630364,-1.1814768693198,0,1
"46",2001,"Czechia","USA",52,39,29,120,0.284512497690502,0.108333333333333,55522,2.1613054284788,1451762.48,998206.234,-453556.246,0,-0.89753637602093,-0.709637469529149,-0.807453756966835,1,0
"47",2001,"Czechia","CN",4,3,9,16,0.251314428280906,0.0625,55522,0.288174057130507,1068089.261,80560.683,-987528.578,0,0.881639126943605,-0.887450290913995,-0.919089380442434,1,0
"48",2001,"Czechia","RU",63,47,54,164,0.29031019485805,0.0975609756097561,55522,2.9537840855877,1997181.588,487367.118,-1509814.47,0,0.197807785751477,-0.923115007659246,-1.02479742709788,1,0
"49",2001,"Hungary","USA",222,167,172,561,0.283943750341174,0.0980392156862745,99525,5.63677467972871,1424236,1525300,101064,0,-0.824262680216036,-0.215442007877333,-0.561032807119706,1,1
"50",2001,"Hungary","RU",90,109,139,338,-0.190574698550675,-0.0562130177514793,99525,3.39613162521979,2369318,472337,-1896981,0,0.463323382845412,-0.797650909711879,-1.16629505022135,1,1
"51",2001,"Hungary","CN",8,12,12,32,-0.385662480811985,-0.125,99525,0.321527254458679,1333574,112698,-1220876,0,0.84779839315936,-0.963688413408505,-1.02052287804986,1,1
"52",2002,"Czechia","USA",137,62,50,249,0.78845736036427,0.301204819277108,46370,5.36985119689454,1512896.929,1524845.386,11948.4569999999,0,0.479201408765024,-0.662249472693809,-0.45860383202357,0,0
"53",2002,"Czechia","RU",43,45,29,117,-0.0449513878622663,-0.0170940170940171,46370,2.52318309251671,3262127.89,592707.09,-2669420.8,0,-0.722166123436556,-0.398191277391815,-0.970142660576418,0,0
"54",2002,"Czechia","CN",1,5,2,8,-1.29928298413026,-0.5,46370,0.172525339659262,2151254.396,153821.833,-1997432.563,0,0.774918469258237,-0.783367648408784,-0.843645274536571,0,0
"55",2002,"Hungary","USA",120,90,90,300,0.286299902224829,0.1,69837,4.29571716998153,1379103,1199374,-179729,0,-1.27895453619027,-0.287245038641704,-0.844775751071718,0,0
"56",2002,"Hungary","CN",3,3,0,6,0,0,69837,0.0859143433996306,2084885,154693,-1930192,0,0.491277232592704,-0.689993609011342,-0.975817686699303,0,0
"57",2002,"Hungary","RU",69,137,86,292,-0.68229716453588,-0.232876712328767,69837,4.18116471211535,2283973,454853,-1829120,0,0.506769965323604,-0.831256219631876,-1.1819560877526,0,0
"58",2003,"Czechia","USA",197,105,87,389,0.627027631425055,0.236503856041131,59302,6.55964385686823,1594225.24,1189394.328,-404830.912,0,-0.753430402522063,-0.599208326378881,-0.680809256669702,0,0
"59",2003,"Czechia","CN",2,5,5,12,-0.78845736036427,-0.25,59302,0.202354052139894,2681354.656,243341.505,-2438013.151,0,0.728360528292427,-0.732429675914406,-0.751458192911096,0,0
"60",2003,"Czechia","RU",67,54,56,177,0.213926896209286,0.0734463276836158,59302,2.98472226906344,2339298.282,584525.768,-1754772.514,0,0.00347027353236551,-0.781144418933622,-0.974387471309298,0,0
"61",2003,"Hungary","USA",153,107,113,373,0.356209719459534,0.123324396782842,108969,3.4229918600703,1530544,1349112,-181432,0,-1.28171222684041,-0.0463143940582033,-0.71441763008264,0,0
"62",2003,"Hungary","RU",47,62,58,167,-0.27443684570176,-0.0898203592814371,108969,1.5325459534363,2957333,653165,-2304168,0,0.202630443166547,-0.566115069151718,-1.00432101140294,0,0
"63",2003,"Hungary","CN",16,5,20,41,1.09861228866811,0.268292682926829,108969,0.376253796951427,3298099,178082,-3120017,0,-0.106760581119692,-0.248032332759697,-0.950919253064388,0,0
"64",2004,"Croatia","CN",4,7,2,13,-0.510825623765991,-0.230769230769231,69861,0.186083794964286,635628.168,7199.027,-628429.141,0,0.8953821945014,-1.06547321246896,-1.28147825724279,0,1
"65",2004,"Croatia","RU",8,19,1,28,-0.83034830207343,-0.392857142857143,69861,0.400795866076924,1205679.762,115218.731,-1090461.031,0,0.000639819303982471,-0.118711540123736,-1.10796725190186,0,1
"66",2004,"Croatia","USA",57,54,8,119,0.0535842461341063,0.0252100840336134,69861,1.70338243082693,362680.3,211158.78,-151521.52,0,-0.780167361120993,0.140904909512474,-1.47252973104422,0,1
"67",2004,"Czechia","USA",118,90,44,252,0.269563109869306,0.111111111111111,52418,4.80750887099851,2078718.681,1507846.986,-570871.695,1,-1.24449873824099,-0.223656178213598,-0.469863706154909,0,0
"68",2004,"Czechia","RU",59,34,45,138,0.54501698851427,0.181159420289855,52418,2.63268342935633,2793452.493,945896.049,-1847556.444,1,-0.0701398755187599,-0.592680827888014,-0.786893512835032,0,0
"69",2004,"Czechia","CN",3,6,2,11,-0.619039208406224,-0.272727272727273,52418,0.209851577702316,3511679.744,270513.74,-3241166.004,1,0.64348810282711,-0.652642738073749,-0.723476309265549,0,0
"70",2004,"Hungary","USA",151,109,78,338,0.324661075692868,0.124260355029586,109455,3.08802704307706,990012,1651985,661973,1,0.0840247565884902,-0.906258023445283,-0.45074404569975,0,0
"71",2004,"Hungary","CN",12,17,13,42,-0.336472236621213,-0.119047619047619,109455,0.383719336713718,2874298,390870,-2483428,1,0.213206047412538,-0.402418641223598,-0.724398756407571,0,0
"72",2004,"Hungary","RU",40,50,63,153,-0.220671362168821,-0.065359477124183,109455,1.39783472659997,3385003,908854,-2476149,1,0.092523213665333,-0.397716417871795,-0.77529132567153,0,0
"73",2005,"Croatia","CN",5,8,2,15,-0.435318071257846,-0.2,62273,0.240874857482376,873290.793,9034.787,-864256.006,0,0.358916111258641,-0.502303397554993,-1.23949590073581,0,1
"74",2005,"Croatia","RU",5,21,1,27,-1.36330484289519,-0.592592592592593,62273,0.433574743468277,1698596.898,112586.414,-1586010.484,0,-0.547685370161478,0.436174386007221,-1.13577654131182,0,1
"75",2005,"Croatia","USA",75,53,10,138,0.344451002353018,0.159420289855072,62273,2.21604868883786,401604.818,305131.821,-96472.997,0,-0.535689706175374,0.394187077873663,-0.574054238424427,0,1
"76",2005,"Czechia","RU",32,24,25,81,0.28256697178501,0.0987654320987654,58245,1.3906773113572,4360243.143,1401250.657,-2958992.486,1,-0.95189787728063,0.0575013903182197,-0.550636569604502,1,0
"77",2005,"Czechia","CN",13,12,14,39,0.0769610411361284,0.0256410256410256,58245,0.669585372134947,3924155.192,298483.911,-3625671.281,1,0.602855867828122,-0.613007475444694,-0.694672713592684,1,0
"78",2005,"Czechia","USA",125,89,48,262,0.338067133291029,0.137404580152672,58245,4.49824019229118,1986326.763,2074700.141,88373.378,1,0.705229364577065,-0.295273212298505,-0.0943757086814456,1,0
"79",2005,"Hungary","USA",129,63,71,263,0.712640975240947,0.250950570342205,106421,2.47131675139305,1111367,1896403,785036,1,0.283302316469818,-0.713191823582427,-0.237959907966453,1,0
"80",2005,"Hungary","RU",96,94,88,278,0.0209431738452432,0.00719424460431655,106421,2.61226637599722,4868346,1171082,-3697264,1,-0.689270063222085,0.18636233580631,-0.540404426235194,1,0
"81",2005,"Hungary","CN",24,60,27,111,-0.903970247486115,-0.324324324324324,106421,1.04302722207083,3587953,401960,-3185993,1,-0.139921880300235,-0.142441527043109,-0.712593051631343,1,0
"82",2006,"Croatia","CN",6,11,0,17,-0.570544858467613,-0.294117647058824,66775,0.254586297266941,1146398.31,17139.207,-1129259.103,0,-0.243920946744869,0.144857298412672,-1.05415432573563,1,1
"83",2006,"Croatia","RU",18,18,1,37,0,0,66775,0.554099588169225,2167824.84,123578.347,-2044246.493,0,-1.05472325494514,0.96439294881895,-1.01965152826365,1,1
"84",2006,"Croatia","USA",47,60,22,129,-0.2419136539962,-0.10077519379845,66775,1.93186072631973,372059.967,327181.456,-44878.511,0,-0.30655187907319,0.201938482137982,-0.363237854726557,1,1
"85",2006,"Czechia","RU",40,30,32,102,0.283575290499127,0.0980392156862745,38869,2.62419923332218,5593601,1894521,-3699080,1,-1.53904645156949,0.569316639730352,-0.294707363276024,0,0
"86",2006,"Czechia","CN",26,44,13,83,-0.518344456180018,-0.216867469879518,38869,2.13537780750727,5711362,400773,-5310589,1,0.424803766055883,-0.441272620555792,-0.589335725795874,0,0
"87",2006,"Czechia","USA",158,74,62,294,0.754955467931822,0.285714285714286,38869,7.56386837839924,2178222.561,2183107.151,4884.58999999985,1,0.458309906395814,-0.146526349979699,-0.0225660508574792,0,0
"88",2006,"Hungary","RU",58,45,29,132,0.251314428280906,0.0984848484848485,62483,2.11257462029672,6179246,1997876,-4181370,1,-0.999208779969369,0.702540211184175,0.200184218503605,0,0
"89",2006,"Hungary","CN",7,26,6,39,-1.26224171244991,-0.487179487179487,62483,0.624169774178577,3858845,762040,-3096805,1,-0.0950936101517835,-0.0437583812449558,-0.329274911340601,0,0
"90",2006,"Hungary","USA",95,44,49,188,0.76363705831449,0.271276595744681,62483,3.00881839860442,1293234,2026037,732803,1,0.198720721796509,-0.42385582118897,-0.125103821626992,0,0
"91",2007,"Croatia","CN",10,24,2,36,-0.847297860387204,-0.388888888888889,42619,0.84469368122199,1603371.838,19840.36,-1583531.478,0,-1.27731348131312,1.2277103434985,-0.99238112650157,0,1
"92",2007,"Croatia","RU",27,27,17,71,0,0,42619,1.6659236490767,2618796.766,157060.58,-2461736.186,0,-1.51667536412061,1.47206037715841,-0.665926233176148,0,1
"93",2007,"Croatia","USA",49,46,17,112,0.0625203569813339,0.0267857142857143,42619,2.62793589713508,488636.798,347520.264,-141116.534,0,-0.73395746413571,0.96050490899408,-0.168778674278205,0,1
"94",2007,"Czechia","CN",5,18,10,33,-1.21302263984585,-0.393939393939394,42264,0.780806360022714,9193963.453,696676.527,-8497286.926,1,0.0880524475557207,-0.106625252109312,-0.284615187981405,0,1
"95",2007,"Czechia","USA",377,178,158,713,0.748981967469386,0.279102384291725,42264,16.8701495362483,2634215.701,2351013.15,-283202.551,1,-0.393712532410048,0.206933962965244,0.0886562062159446,0,1
"96",2007,"Czechia","RU",107,103,61,271,0.0379192348622937,0.014760147601476,42264,6.41207647170169,5624593.417,2861906.788,-2762686.629,1,-0.796158587153784,0.582177782623075,0.207212690199174,0,1
"97",2007,"Hungary","RU",57,101,54,212,-0.568273850678537,-0.207547169811321,92640,2.28842832469775,6491158,2959936,-3531222,1,-0.582965153953964,0.825358178584328,1.06193540629332,0,0
"98",2007,"Hungary","CN",11,19,16,46,-0.528067430200497,-0.173913043478261,92640,0.496545768566494,5128096,1014446,-4113650,1,-0.606187057242222,0.418616592868166,-0.0605796255201577,0,0
"99",2007,"Hungary","USA",104,64,104,272,0.482521847603139,0.147058823529412,92640,2.93609671848014,1528247,2206633,678386,1,0.110602546747451,-0.0499687392527563,0.0321184948066696,0,0
"100",2008,"Croatia","USA",53,50,16,119,0.0577083176206468,0.0252100840336134,69710,1.70707215607517,630448.829,351408.658,-279040.171,0,-1.346494286156,1.88327699602119,-0.131601770376054,0,1
"101",2008,"Croatia","CN",7,17,1,25,-0.847297860387204,-0.4,69710,0.358628604217472,1885833.301,35263.636,-1850569.665,0,-1.88478002358403,1.89703632539421,-0.639663194126086,0,1
"102",2008,"Croatia","RU",7,10,2,19,-0.336472236621213,-0.157894736842105,69710,0.272557739205279,3200867.252,186208.465,-3014658.787,0,-2.12848390939825,2.12730787640057,-0.357991448097699,0,1
"103",2008,"Czechia","CN",29,41,21,91,-0.341303163890879,-0.131868131868132,39839,2.28419388036848,12442373.255,777529.291,-11664843.964,1,-0.24667617553341,0.205518358506431,-0.201353261435101,0,1
"104",2008,"Czechia","USA",307,180,120,607,0.532744309473637,0.209225700164745,39839,15.2363262130074,2922338.205,2541341.036,-380997.169,1,-0.682941717167197,0.430270371996136,0.214730897954227,0,1
"105",2008,"Czechia","RU",65,73,47,185,-0.115235263577585,-0.0432432432432432,39839,4.64369085569417,9141003.381,3988126.713,-5152876.668,1,-2.69241632307105,2.04140734243441,0.791542511861629,0,1
"106",2008,"Hungary","CN",58,52,23,133,0.108213584640233,0.0451127819548872,88039,1.51069412419496,6129649,1110516,-5019133,1,-1.06130698973124,0.783471962253669,0.04169035264506,0,0
"107",2008,"Hungary","USA",177,130,85,392,0.307597382152722,0.119897959183673,88039,4.45257215552198,1962557,2478477,515920,1,-0.152480817413017,0.640984095508372,0.268779015463784,0,0
"108",2008,"Hungary","RU",58,73,74,205,-0.22825865198098,-0.0731707317073171,88039,2.328513499699,10157294,3872211,-6285083,1,-2.34606692183206,2.26892999285414,1.87909240777021,0,0
"109",2009,"Croatia","CN",5,20,2,27,-1.31567679390594,-0.555555555555556,66257,0.40750411277299,1441495.746,41090.655,-1400405.091,0,-0.860732038938916,0.844125718988709,-0.506403950526175,0,1
"110",2009,"Croatia","RU",11,25,1,37,-0.796331416795176,-0.378378378378378,66257,0.558431561948172,2009412.822,154049.794,-1855363.028,0,-0.845723807753707,0.786065613657683,-0.697733883708157,0,1
"111",2009,"Croatia","USA",56,90,25,171,-0.471109212553485,-0.198830409356725,66257,2.5808593808956,542735.043,236203.474,-306531.569,0,-1.46858716254828,1.31252264748309,-1.23307761222685,0,1
"112",2009,"Czechia","USA",169,72,67,308,0.849266364959876,0.314935064935065,51763,5.95019608600738,2202265.753,1806036.392,-396229.361,1,-0.72799117453329,-0.127889415729953,-0.272340693467891,1,1
"113",2009,"Czechia","RU",44,65,36,145,-0.386560953469012,-0.144827586206897,51763,2.80122867685412,5395162.601,2620266.351,-2774896.25,1,-0.805845092367216,0.486969251175848,0.0818395634018947,1,1
"114",2009,"Czechia","CN",1,8,7,16,-1.73460105538811,-0.4375,51763,0.309101095377007,10546001.99,843971.398,-9702030.592,1,-0.039257710922168,0.0232937594547367,-0.132931384940988,1,1
"115",2009,"Hungary","CN",27,28,12,67,-0.0357180826020792,-0.0149253731343284,77891,0.860176400354341,4949087,1214685,-3734402,1,-0.41556688639794,0.353405470922219,0.152582008265884,1,0
"116",2009,"Hungary","USA",133,102,96,331,0.264238679261841,0.0936555891238671,77891,4.24952818682518,1523004,1858778,335774,1,-0.444193641758122,-0.0583099372741065,-0.270715282702418,1,0
"117",2009,"Hungary","RU",35,75,73,183,-0.754599959773609,-0.218579234972678,77891,2.34943703380365,5680583,2937919,-2742664,1,-0.0781074273387084,0.50618747041863,1.04221400024633,1,0
"118",2010,"Croatia","CN",2,8,3,13,-1.22377543162212,-0.461538461538462,65763,0.197679546249411,1440729.319,37695.204,-1403034.115,0,-0.866712622228403,0.842309579190813,-0.584055187280433,1,1
"119",2010,"Croatia","RU",19,30,4,53,-0.447312218043665,-0.207547169811321,65763,0.805924303939906,1821833.599,230486.114,-1591347.485,0,-0.55359075874941,0.574904216993882,0.109782743017505,1,1
"120",2010,"Croatia","USA",44,50,11,105,-0.12648414710912,-0.0571428571428571,65763,1.59664248893755,435723.804,294269.835,-141453.969,0,-0.735456056886265,0.616199608802499,-0.677905599605548,1,1
"121",2010,"Czechia","RU",26,24,30,80,0.0784716154414953,0.025,47072,1.69952413324269,6812628.584,3538199.508,-3274429.076,1,-1.20214955778262,1.0751851542123,0.558101531443229,0,1
"122",2010,"Czechia","USA",107,66,62,235,0.480288899905909,0.174468085106383,47072,4.99235214140041,2797205.762,2320765.167,-476440.595,1,-0.965217213068303,0.333274718810772,0.0686197038800242,0,1
"123",2010,"Czechia","CN",17,16,11,44,0.0588405000229334,0.0227272727272727,47072,0.934738273283481,15332148.821,1214996.235,-14117152.586,1,-0.505821592201251,0.483200373406469,0.249148845799775,0,1
"124",2010,"Hungary","USA",164,127,87,378,0.254794205606946,0.0978835978835979,109498,3.45211784690131,1576169,1921384,345215,1,-0.428905704337129,0.0262713697648183,-0.216212080291259,0,1
"125",2010,"Hungary","RU",65,98,62,225,-0.408006405536837,-0.146666666666667,109498,2.05483205172697,6828202,3363961,-3464241,1,-0.540081973025718,0.958072081878902,1.42383489660238,0,1
"126",2010,"Hungary","CN",12,35,24,71,-1.04380405217311,-0.323943661971831,109498,0.648413669656067,6173901,1530089,-4643812,1,-0.872660633939125,0.799592506853952,0.488340936060433,0,1
"127",2011,"Croatia","CN",3,9,0,12,-0.998528830111127,-0.5,54900,0.218579234972678,1604811.743,54692.458,-1550119.285,0,-1.20130641438603,1.2311223694001,-0.195341642444633,0,1
"128",2011,"Croatia","RU",19,16,1,36,0.167054084663166,0.0833333333333333,54900,0.655737704918033,1639948.433,320466.506,-1319481.927,0,-0.252771672587523,0.370152725486813,1.06038662634539,0,1
"129",2011,"Croatia","USA",32,31,8,71,0.0312525435041045,0.0140845070422535,54900,1.29326047358834,523779.269,355451.125,-168328.144,0,-0.854807765606918,1.189177265488,-0.0929517757544665,0,1
"130",2011,"Czechia","USA",109,52,47,208,0.735111379658978,0.274038461538462,68773,3.02444273188606,2944140.579,3134884.493,190743.914,1,1.0079919017796,0.447170349783044,0.607898761829673,0,1
"131",2011,"Czechia","RU",41,31,37,109,0.275705881405065,0.091743119266055,68773,1.58492431622875,8100370.332,5215405.295,-2884965.037,1,-0.893168186107119,1.60956847223339,1.4283057754402,0,1
"132",2011,"Czechia","CN",11,20,6,37,-0.578077850775158,-0.243243243243243,68773,0.538001832114347,18905320.565,1667836.481,-17237484.084,1,-0.835559700584821,0.826550750207946,0.715482331933438,0,1
"133",2011,"Hungary","RU",132,185,147,464,-0.336472236621213,-0.114224137931034,185134,2.50629273931315,8880717,3571730,-5308987,1,-1.72114192263321,1.7662670867467,1.60994094252039,0,1
"134",2011,"Hungary","USA",247,213,142,602,0.147773749340066,0.0564784053156146,185134,3.2516987695399,1948962,2268366,319404,1,-0.470701801442652,0.619355526540176,0.0858616854664805,0,1
"135",2011,"Hungary","CN",67,80,42,189,-0.176129586546034,-0.0687830687830688,185134,1.02088217183229,6079151,1687531,-4391620,1,-0.745902201131143,0.765076064639435,0.655943620585136,0,1
"136",2012,"Croatia","USA",35,81,14,130,-0.831070323765447,-0.353846153846154,75127,1.73040318394186,464209.94,361239.84,-102970.1,0,-0.56454418616533,0.801559137064653,-0.0376059179859537,0,0
"137",2012,"Croatia","RU",3,19,0,22,-1.71765149707433,-0.727272727272727,75127,0.292837461897853,1583175.605,422368.26,-1160807.345,0,-0.0771983373496718,0.306242504187763,2.13693453769837,0,0
"138",2012,"Croatia","CN",10,29,4,43,-1.0330150061823,-0.441860465116279,75127,0.572364130073076,1487851.145,45866.13,-1441985.015,0,-0.955319307314008,0.95397034211821,-0.397192673485499,0,0
"139",2012,"Czechia","RU",22,23,30,75,-0.0434851119397388,-0.0133333333333333,57505,1.30423441439875,7903779.167,6033128.654,-1870650.513,1,-0.0884615596863418,1.52798764346124,1.8525747249828,1,1
"140",2012,"Czechia","USA",57,42,48,147,0.302280871872934,0.102040816326531,57505,2.55629945222155,3003996.201,3553700.312,549704.111,1,2.06962256471215,0.493567071636435,0.885325661193969,1,1
"141",2012,"Czechia","CN",11,13,9,33,-0.160342650075179,-0.0606060606060606,57505,0.573863142335449,15672785.744,1670839.572,-14001946.172,1,-0.493647262310224,0.515932585638064,0.718574905766212,1,1
