"","year","country.x","gp","npos","nneg","nneu","nmention","log_senti","add_senti","import","export","merleg","eu","n_merleg","n_import","n_export","leftright","valasztasi_ev"
"202","2008","Croatia","FR",23,1,63,87,2.75153531304195,0.252873563218391,1000655.226,298386.679,-702268.547,0,-1.74700970726251,2.08480128276705,-0.0206636278756847,1,0
"203","2008","Croatia","DE",60,12,42,114,1.57691472072854,0.421052631578947,4115890.236,1518132.923,-2597757.313,0,-2.22776218181773,1.27134032968173,0.14647058168807,1,0
"204","2008","Croatia","RU",9,2,8,19,1.33500106673234,0.368421052631579,3200867.252,186208.465,-3014658.787,0,-2.12848390939825,2.12730787640057,-0.357991448097699,1,0
"205","2008","Croatia","UK",8,1,6,15,1.73460105538811,0.466666666666667,580581.57,336011.6,-244569.97,0,-1.41723379029493,2.76511357185956,1.96186898094101,1,0
"206","2008","Czechia","CN",55,46,73,174,0.176930708159078,0.0517241379310345,12442373.255,777529.291,-11664843.964,1,-0.191252930927048,0.15012368843671,-0.251220108191163,1,0
"207","2008","Czechia","USA",209,107,405,721,0.667232891794475,0.141470180305132,2922338.205,2541341.036,-380997.169,1,-0.649355587131096,0.356002589142041,0.1680363692142,1,0
"208","2008","Czechia","RU",92,52,88,232,0.566395474920801,0.172413793103448,9141003.381,3988126.713,-5152876.668,1,-2.74256956257829,2.03857798122847,0.765865536841127,1,0
"209","2008","Czechia","DE",52,59,79,190,-0.125163142954006,-0.0368421052631579,38009386.326,44867594.936,6858208.61,1,-0.155969538579408,0.834166995919923,0.487044462680883,1,0
"210","2008","Czechia","FR",53,20,103,176,0.959256767757598,0.1875,5784067.444,7887134.415,2103066.971,1,0.189545740990902,1.25681532761262,0.722811324687954,1,0
"211","2008","Czechia","UK",39,23,46,108,0.519300250756963,0.148148148148148,3413120.81,7020774.288,3607653.478,1,0.413419514689709,1.08002017130691,0.638698426860349,1,0
"212","2008","Hungary","CN",37,23,61,121,0.467340511826252,0.115702479338843,6129649,1110516,-5019133,1,-1.06130698973124,0.783471962253669,0.04169035264506,0,0
"213","2008","Hungary","RU",39,25,46,110,0.437622219742696,0.127272727272727,10157294,3872211,-6285083,1,-2.34606692183206,2.26892999285414,1.87909240777021,0,0
"214","2008","Hungary","FR",53,4,82,139,2.47560425712569,0.352517985611511,4729529,5072915,343386,1,-0.197002694107513,1.21867579693917,0.876971839677649,0,0
"215","2008","Hungary","DE",53,76,70,199,-0.357609086930529,-0.115577889447236,27776612,28909331,1132719,1,-0.733444194019015,0.987886656574175,0.775670019034361,0,0
"216","2008","Hungary","USA",78,10,142,230,2.01172336762489,0.295652173913043,1962557,2478477,515920,1,-0.152480817413017,0.640984095508372,0.268779015463784,0,0
"217","2008","Hungary","UK",30,21,49,100,0.349673748479749,0.09,2120250,5055838,2935588,1,1.19630079010504,1.16604551261722,1.23858398471285,0,0
"218","2009","Croatia","USA",41,8,42,91,1.58562726374038,0.362637362637363,542735.043,236203.474,-306531.569,0,-1.46858716254828,1.31252264748309,-1.23307761222685,1,1
"219","2009","Croatia","RU",21,1,10,32,2.66258782702545,0.625,2009412.822,154049.794,-1855363.028,0,-0.845723807753707,0.786065613657683,-0.697733883708157,1,1
"220","2009","Croatia","FR",28,2,33,63,2.43361335540045,0.412698412698413,631762.918,209694.427,-422068.491,0,-0.228074428911336,-0.318831725450483,-0.813030537004365,1,1
"221","2009","Croatia","DE",68,12,49,129,1.70110510095992,0.434108527131783,2863084.705,1148521.837,-1714562.868,0,0.345387192798941,-0.643054520072114,-0.657508253548396,1,1
"222","2009","Croatia","UK",7,1,12,20,1.6094379124341,0.3,367773.756,222954.284,-144819.472,0,-0.331419357814335,0.375467548456556,0.0505553851089702,1,1
"223","2009","Croatia","CN",15,2,4,21,1.82454929205105,0.619047619047619,1441495.746,41090.655,-1400405.091,0,-0.860732038938916,0.844125718988709,-0.506403950526175,1,1
"224","2009","Czechia","CN",16,6,7,29,0.931558204004943,0.344827586206897,10546001.99,843971.398,-9702030.592,1,0.0120150090004879,-0.0282834482095049,-0.184735492446696,1,1
"225","2009","Czechia","USA",80,69,225,374,0.146930431853771,0.0294117647058824,2202265.753,1806036.392,-396229.361,1,-0.694446366345089,-0.182683434402293,-0.313641027978812,1,1
"226","2009","Czechia","RU",53,28,57,138,0.629777566627356,0.181159420289855,5395162.601,2620266.351,-2774896.25,1,-0.821396000490012,0.468376473723749,0.0524896111663316,1,1
"227","2009","Czechia","DE",39,64,92,195,-0.490364551894651,-0.128205128205128,27960029.4,36438816.833,8478787.433,1,0.0431765850178664,0.136803659675087,0.105221159774548,1,1
"228","2009","Czechia","FR",44,23,92,159,0.638488768022081,0.132075471698113,4055561.766,6351707.363,2296145.597,1,0.285744411904159,0.311275467703892,0.308384025295453,1,1
"229","2009","Czechia","UK",28,26,46,100,0.0727593542824283,0.02,2279669.314,5574188.831,3294519.517,1,0.279186810291407,0.0325682231565443,0.205559239141318,1,1
"230","2009","Hungary","CN",24,16,32,72,0.395312736644146,0.111111111111111,4949087,1214685,-3734402,1,-0.41556688639794,0.353405470922219,0.152582008265884,0,1
"231","2009","Hungary","FR",34,5,60,99,1.83621123179889,0.292929292929293,3384456,4497356,1112900,1,1.06662321413761,0.284123350354976,0.568074293217416,0,1
"232","2009","Hungary","DE",57,60,70,187,-0.050858417233491,-0.0160427807486631,19198627,21101987,1903360,1,-0.245120823312728,0.0831030129717763,0.037897266889888,0,1
"233","2009","Hungary","USA",59,15,107,181,1.34513628862638,0.243093922651934,1523004,1858778,335774,1,-0.444193641758122,-0.0583099372741065,-0.270715282702418,0,1
"234","2009","Hungary","UK",23,11,35,69,0.714653385780909,0.173913043478261,1515060,4390645,2875585,1,1.14488293271024,0.0674380890976807,0.834392628644397,0,1
"235","2009","Hungary","RU",40,39,19,98,0.0250013022054172,0.0102040816326531,5680583,2937919,-2742664,1,-0.0781074273387084,0.50618747041863,1.04221400024633,0,1
"236","2010","Croatia","FR",15,0,21,36,3.43398720448515,0.416666666666667,543211.568,162445.19,-380766.378,0,-0.00417998220163799,-0.895815693850885,-1.23515006871248,1,0
"237","2010","Croatia","DE",38,9,73,120,1.39936644268724,0.241666666666667,2508549.013,1218669.599,-1289879.414,0,1.58268433643094,-1.18481562027811,-0.504922689631613,1,0
"238","2010","Croatia","CN",6,3,2,11,0.619039208406224,0.272727272727273,1440729.319,37695.204,-1403034.115,0,-0.866712622228403,0.842309579190813,-0.584055187280433,1,0
"239","2010","Croatia","USA",30,3,31,64,2.164963715118,0.421875,435723.804,294269.835,-141453.969,0,-0.735456056886265,0.616199608802499,-0.677905599605548,1,0
"240","2010","Croatia","RU",21,1,17,39,2.66258782702545,0.512820512820513,1821833.599,230486.114,-1591347.485,0,-0.55359075874941,0.574904216993882,0.109782743017505,1,0
"241","2010","Croatia","UK",4,1,7,12,1.09861228866811,0.25,320595.867,175092.062,-145503.805,0,-0.33886853012847,-0.154298970555751,-0.758589205191859,1,0
"242","2010","Czechia","CN",16,19,34,69,-0.167054084663166,-0.0434782608695652,15332148.821,1214996.235,-14117152.586,1,-0.445212746348803,0.421988482950064,0.186526721131189,1,0
"243","2010","Czechia","FR",28,4,43,75,1.84582669049833,0.32,4151364.621,7100946.88,2949582.259,1,0.611309906711414,0.363682248455905,0.510611353011216,1,0
"244","2010","Czechia","DE",61,77,68,206,-0.231240761546829,-0.0776699029126214,32057288.768,42212766.394,10155477.626,1,0.249217999153708,0.421128167538516,0.366780838443859,1,0
"245","2010","Czechia","USA",56,49,118,223,0.132267968577751,0.031390134529148,2797205.762,2320765.167,-476440.595,1,-0.931890001691592,0.262391039430849,0.0235433195232109,1,0
"246","2010","Czechia","UK",45,22,37,104,0.70419701674653,0.221153846153846,2543869.468,6443274.857,3899405.389,1,0.53848626855389,0.276722443240548,0.465782521172834,1,0
"247","2010","Czechia","RU",18,12,28,58,0.392042087776024,0.103448275862069,6812628.584,3538199.508,-3274429.076,1,-1.22496923912652,1.06255742108993,0.531216412361893,1,0
"248","2010","Hungary","USA",78,33,129,240,0.851553185957342,0.1875,1576169,1921384,345215,1,-0.428905704337129,0.0262713697648183,-0.216212080291259,1,0
"249","2010","Hungary","DE",46,53,64,163,-0.14022934130865,-0.0429447852760736,20989922,23805449,2815527,1,0.332881727923245,0.272044170699,0.29336706558942,1,0
"250","2010","Hungary","UK",46,23,35,104,0.682451891443197,0.221153846153846,1640926,5162439,3521513,1,1.69839248708766,0.295923890199335,1.30335797173353,1,0
"251","2010","Hungary","FR",41,17,96,154,0.863492546307184,0.155844155844156,3237860,4748050,1510190,1,1.71901672106107,0.18226891534702,0.702619598759162,1,0
"252","2010","Hungary","CN",28,17,18,63,0.487703206345136,0.174603174603175,6173901,1530089,-4643812,1,-0.872660633939125,0.799592506853952,0.488340936060433,1,0
"253","2010","Hungary","RU",49,21,45,115,0.833919734441028,0.243478260869565,6828202,3363961,-3464241,1,-0.540081973025718,0.958072081878902,1.42383489660238,1,0
"254","2011","Croatia","USA",14,2,25,41,1.75785791755237,0.292682926829268,523779.269,355451.125,-168328.144,0,-0.854807765606918,1.189177265488,-0.0929517757544665,1,0
"255","2011","Croatia","DE",38,5,17,60,1.94591014905531,0.55,2858432.77,1349254.453,-1509178.317,0,0.943766328847034,-0.65016307777323,-0.220874232225646,1,0
"256","2011","Croatia","CN",8,0,3,11,2.83321334405622,0.727272727272727,1604811.743,54692.458,-1550119.285,0,-1.20130641438603,1.2311223694001,-0.195341642444633,1,0
"257","2011","Croatia","FR",15,0,32,47,3.43398720448515,0.319148936170213,672196.637,381326.272,-290870.365,0,0.483136928002032,-0.0553732051026091,0.72030965296739,1,0
"258","2011","Croatia","RU",12,1,18,31,2.12026353620009,0.354838709677419,1639948.433,320466.506,-1319481.927,0,-0.252771672587523,0.370152725486813,1.06038662634539,1,0
"259","2011","Croatia","UK",10,1,4,15,1.94591014905531,0.6,335808.718,199744.759,-136063.959,0,-0.236112942610559,0.0165280691730274,-0.341817990226631,1,0
"260","2011","Czechia","UK",42,38,50,130,0.0988458346366326,0.0307692307692308,2871823.026,7357285.88,4485462.854,1,0.789714459225177,0.579792838790977,0.739457325625442,1,0
"261","2011","Czechia","USA",65,36,124,225,0.58473788205276,0.128888888888889,2944140.579,3134884.493,190743.914,1,1.04312904942825,0.372312939748103,0.556849998805124,1,0
"262","2011","Czechia","CN",20,20,17,57,0,0,18905320.565,1667836.481,-17237484.084,1,-0.768352666087163,0.758145938696052,0.639656688080313,1,0
"263","2011","Czechia","DE",62,125,105,292,-0.697139201829483,-0.215753424657534,38938449.936,52221249.289,13282799.353,1,0.63352142848069,0.898638275368364,0.820164703738676,1,0
"264","2011","Czechia","RU",33,37,44,114,-0.112795494145344,-0.0350877192982456,8100370.332,5215405.295,-2884965.037,1,-0.910320720809356,1.60235987205966,1.40592428758596,1,0
"265","2011","Czechia","FR",48,21,87,156,0.81351086280982,0.173076923076923,4911601.102,8845136.854,3933535.752,1,1.10155069735727,0.779552386975775,0.981385877669191,1,0
"266","2011","Hungary","USA",145,39,212,396,1.30387541470447,0.267676767676768,1948962,2268366,319404,1,-0.470701801442652,0.619355526540176,0.0858616854664805,1,0
"267","2011","Hungary","UK",67,48,91,206,0.330563799935047,0.0922330097087379,2072420,5072538,3000118,1,1.25159793087611,1.07921923811344,1.24873140906389,1,0
"268","2011","Hungary","FR",67,13,116,196,1.6094379124341,0.275510204081633,3693345,5183997,1490652,1,1.68693319432174,0.498738446095465,0.936588590099232,1,0
"269","2011","Hungary","CN",70,34,48,152,0.714653385780909,0.236842105263158,6079151,1687531,-4391620,1,-0.745902201131143,0.765076064639435,0.655943620585136,1,0
"270","2011","Hungary","DE",94,108,132,334,-0.138150338480817,-0.0419161676646707,24178676,27550353,3371677,1,0.685291011387662,0.608385684780888,0.647250297914888,1,0
"271","2011","Hungary","RU",85,35,59,179,0.878983679461344,0.279329608938547,8880717,3571730,-5308987,1,-1.72114192263321,1.7662670867467,1.60994094252039,1,0
"272","2012","Croatia","CN",24,4,10,38,1.69459572077441,0.526315789473684,1487851.145,45866.13,-1441985.015,0,-0.955319307314008,0.95397034211821,-0.397192673485499,0,0
"273","2012","Croatia","DE",107,4,59,170,3.17341345079144,0.605882352941176,2645561.299,1260669.253,-1384892.046,0,1.30586908244518,-0.975449036094821,-0.413564951235058,0,0
"274","2012","Croatia","USA",25,5,22,52,1.53393035992596,0.384615384615385,464209.94,361239.84,-102970.1,0,-0.56454418616533,0.801559137064653,-0.0376059179859537,0,0
"275","2012","Croatia","FR",40,0,19,59,4.39444915467244,0.677966101694915,649647.012,184042.187,-465604.825,0,-0.464080354629921,-0.202302327227127,-1.04220485226504,0,0
"276","2012","Croatia","RU",17,0,3,20,3.55534806148941,0.85,1583175.605,422368.26,-1160807.345,0,-0.0771983373496718,0.306242504187763,2.13693453769837,0,0
"277","2012","Croatia","UK",10,0,12,22,3.04452243772342,0.454545454545455,305550.137,193621.738,-111928.399,0,0.02660995010123,-0.323249387309223,-0.445331974981629,0,0
"278","2012","Czechia","UK",28,29,39,96,-0.0344861760711693,-0.0104166666666667,2665027.001,7503843.363,4838816.362,1,0.941188278404653,0.388687264339468,0.7833398275776,1,0
"279","2012","Czechia","CN",11,18,19,48,-0.475423696715075,-0.145833333333333,15672785.744,1670839.572,-14001946.172,1,-0.433282029565292,0.454034981011933,0.642661700416551,1,0
"280","2012","Czechia","DE",57,135,115,307,-0.857186692516451,-0.254071661237785,35674358.528,49142433.854,13468075.326,1,0.656289214468638,0.672130480804736,0.680694490611071,1,0
"281","2012","Czechia","USA",33,28,67,128,0.161641351556416,0.0390625,3003996.201,3553700.312,549704.111,1,2.10573349858031,0.417090915787037,0.831204465685358,1,0
"282","2012","Czechia","RU",18,22,20,60,-0.195744577126095,-0.0666666666666667,7903779.167,6033128.654,-1870650.513,1,-0.0908546594404019,1.51995173947344,1.83238898703789,1,0
"283","2012","Czechia","FR",34,9,68,111,1.28966752543082,0.225225225225225,4410729.106,7911709.278,3500980.172,1,0.886036050530893,0.505561712280379,0.72944432890184,1,0
"284","2012","Hungary","USA",78,31,160,269,0.913111078956775,0.174721189591078,1902610.524,2453641.178,551030.654,1,-0.0956256663525235,0.545613996901064,0.247157576088747,1,0
"285","2012","Hungary","UK",37,24,87,148,0.425667815425684,0.0878378378378378,1789767.224,4271671.597,2481904.373,1,0.807529561409118,0.566116843837258,0.762100795906157,1,0
"286","2012","Hungary","CN",29,22,19,70,0.2708749541354,0.1,5412282.799,1810642.365,-3601640.434,1,-0.34883737854958,0.522142896042964,0.78700010658951,1,0
"287","2012","Hungary","RU",89,44,110,243,0.698749436108615,0.185185185185185,8283260.028,3286884.42,-4996375.608,1,-1.52099903310682,1.53101339047952,1.35479467627749,1,0
"288","2012","Hungary","FR",76,13,124,213,1.73460105538811,0.295774647887324,3404552.005,4741081.381,1336529.376,1,1.43384703769155,0.298085990776216,0.698879601102421,1,0
"289","2012","Hungary","DE",130,134,192,456,-0.0301909722791457,-0.0087719298245614,23192912.486,25694396.139,2501483.653,1,0.133885430354176,0.50440990213179,0.471867427478874,1,0
"290","2013","Croatia","DE",256,9,127,392,3.29583686600433,0.630102040816326,3075973.738,1496969.466,-1579004.272,1,0.740331384869028,-0.317741725500587,0.100435784159196,0,1
"291","2013","Croatia","CN",40,0,6,46,4.39444915467244,0.869565217391304,769746.958,76376.174,-693370.784,1,0.747650981352467,-0.747662811524405,0.300547523627296,0,1
"292","2013","Croatia","FR",79,2,64,145,3.45946628978613,0.531034482758621,468249.267,219200.55,-249048.717,1,0.709847719758564,-1.38425597072307,-0.728103870588148,0,1
"293","2013","Croatia","RU",51,0,18,69,4.63472898822964,0.739130434782609,988554.972,377505.849,-611049.123,1,0.531108824354217,-0.363132927383318,1.66298258923329,0,1
"294","2013","Croatia","USA",47,1,26,74,3.45526460293243,0.621621621621622,222837.141,328225.29,105388.149,1,0.360801914475652,-0.769055710732035,-0.353257766209859,0,1
"295","2013","Croatia","UK",31,0,11,42,4.14313472639153,0.738095238095238,205918.889,273160.551,67241.662,1,1.97693041970159,-1.44202134927242,0.899327707928604,0,1
"296","2013","Czechia","UK",12,17,27,56,-0.336472236621213,-0.0892857142857143,2727493.498,7834643.542,5107150.044,1,1.05621622267804,0.446414175643292,0.882388604914624,0,1
"297","2013","Czechia","CN",8,9,25,42,-0.111225635110224,-0.0238095238095238,15486206.127,1916664.908,-13569541.219,1,-0.388502395767906,0.43648191224324,0.888644312078982,0,1
"298","2013","Czechia","DE",38,60,55,153,-0.451985123743057,-0.143790849673203,36880509.981,50566481.226,13685971.245,1,0.683065528585952,0.755829946101311,0.745203778247745,0,1
"299","2013","Czechia","USA",13,7,27,47,0.587786664902119,0.127659574468085,3099848.764,3486952.077,387103.313,1,1.62439787186046,0.488798194499878,0.787479573745157,0,1
"300","2013","Czechia","RU",14,5,8,27,0.969400557188103,0.333333333333333,7750046.384,5936747.596,-1813298.788,1,-0.0445201240606582,1.45550921193507,1.78212367606145,0,1
"301","2013","Czechia","FR",17,9,268,294,0.610909082322973,0.0272108843537415,4621357.912,7978846.427,3357488.515,1,0.81454337950608,0.620781427351504,0.747565324824596,0,1
"302","2013","Hungary","USA",87,33,148,268,0.960093354532548,0.201492537313433,2129184.009,3292394.35,1163210.341,1,0.895685078829008,0.906074478452164,0.97735490392503,1,1
"303","2013","Hungary","UK",69,38,103,210,0.590668511277008,0.147619047619048,1832176.91,4195337.928,2363161.018,1,0.705775834195978,0.643103568450574,0.715718153294479,1,1
"304","2013","Hungary","FR",67,6,94,167,2.34032542097689,0.365269461077844,3767307.511,4798231.955,1030924.444,1,0.932010411245914,0.550127363730835,0.729551820783451,1,1
"305","2013","Hungary","RU",86,34,80,200,0.91918508990052,0.26,8540719.077,3373891.857,-5166827.22,1,-1.63012710400614,1.63239005148312,1.43273031665469,1,1
"306","2013","Hungary","CN",35,15,31,81,0.828692672556169,0.246913580246914,5360437.378,1997306.55,-3363130.828,1,-0.228956082290345,0.503256146934428,0.985710860458336,1,1
"307","2013","Hungary","DE",103,96,106,305,0.0700286043604836,0.0229508196721311,24748861.15,27888022.586,3139161.436,1,0.537955502435825,0.668527337808374,0.679159154470805,1,1
"308","2014","Croatia","DE",170,8,92,270,2.9986691332273,0.6,3463093.478,1548656.067,-1914437.411,1,-0.23693876977235,0.27381060896468,0.212864590662343,0,0
"309","2014","Croatia","USA",40,3,34,77,2.44853900561713,0.480519480519481,203575.171,291613.422,88038.251,1,0.283748759451207,-0.894393512692952,-0.703303543030372,0,0
"310","2014","Croatia","FR",71,1,39,111,3.8642323415918,0.630630630630631,531105.6,306584.902,-224520.698,1,0.842811552453757,-0.97469590807651,0.0525784025426844,0,0
"311","2014","Croatia","CN",20,0,10,30,3.71357206670431,0.666666666666667,588802.22,68086.998,-520715.222,1,1.14041307440839,-1.17643285733668,0.110980727324326,0,0
"312","2014","Croatia","UK",32,0,17,49,4.17438726989564,0.653061224489796,291934.003,201818.767,-90115.236,1,0.264052846912149,-0.476146688661242,-0.306755423481597,0,0
"313","2014","Croatia","RU",39,1,15,55,3.27083556379891,0.690909090909091,1158132.583,365275.195,-792857.388,1,0.329938081961103,-0.172236277909135,1.53377102514009,0,0
"314","2014","Czechia","RU",492,204,251,947,0.878926485129287,0.304118268215417,6248073.732,5452117.623,-795956.109,1,0.777392387785293,0.825904308546392,1.52937612579753,0,0
"315","2014","Czechia","USA",75,40,151,266,0.622830682142486,0.131578947368421,3724818.924,3856227.044,131408.12,1,0.867481500687995,0.956338216881217,1.02938122145608,0,0
"316","2014","Czechia","UK",39,38,35,112,0.0256424306133377,0.00892857142857143,3282493.963,8871428.425,5588934.462,1,1.26274516370563,0.959304511348148,1.19282457666378,0,0
"317","2014","Czechia","FR",27,20,59,106,0.293761118528163,0.0660377358490566,4924285.899,8829539.861,3905253.962,1,1.08745969896241,0.786491317712889,0.977176091421636,0,0
"318","2014","Czechia","CN",33,41,66,140,-0.214147988405632,-0.0571428571428571,17426277.263,2038260.172,-15388017.091,1,-0.576822818678378,0.619000252745372,1.01031737105327,0,0
"319","2014","Czechia","DE",58,149,95,302,-0.93826963859293,-0.301324503311258,40154997.483,55775424.319,15620426.836,1,0.92078264962396,0.983059165413722,0.981168687053744,0,0
"320","2014","Hungary","USA",154,39,218,411,1.36389342443072,0.279805352798054,2019511.732,3971164.63,1951652.898,1,2.17242064407245,0.731594566205479,1.56827516654394,1,0
"321","2014","Hungary","FR",27,2,50,79,2.39789527279837,0.316455696202532,4938423.761,5065487.228,127063.467,1,-0.552227884599186,1.36381521314273,0.872985418569707,1,0
"322","2014","Hungary","CN",23,22,40,85,0.0434851119397389,0.0117647058823529,5140096.968,2156226.729,-2983870.239,1,-0.0383295838785318,0.422988421031652,1.15488711981446,1,0
"323","2014","Hungary","UK",30,22,42,94,0.304211374402992,0.0851063829787234,1798762.022,4056711.297,2257949.275,1,0.615617635475374,0.582445190068787,0.631484425682958,1,0
"324","2014","Hungary","RU",324,128,154,606,0.92635663180887,0.323432343234323,7292483.517,2855657.654,-4436825.863,1,-1.16275904037471,1.14088682520202,0.968529601534524,1,0
"325","2014","Hungary","DE",64,53,80,197,0.186983569899766,0.0558375634517767,26343462.558,30899985.817,4556523.259,1,1.4360791461529,0.836721764824014,0.963781479590952,1,0
"326","2015","Croatia","CN",20,0,11,31,3.71357206670431,0.645161290322581,578390.765,77335.852,-501054.913,1,1.18513693979401,-1.20110403643072,0.32249458856384,0,0
"327","2015","Croatia","USA",46,2,13,61,2.92316158071916,0.721311475409836,180635.715,299980.853,119345.138,1,0.422786719060178,-1.04366074720838,-0.623302602231966,0,0
"328","2015","Croatia","RU",32,2,4,38,2.56494935746154,0.789473684210526,477790.619,216043.098,-261747.521,1,0.917610849404861,-0.938109795400105,-0.042801467735508,0,0
"329","2015","Croatia","DE",181,6,49,236,3.32945347680331,0.741525423728814,3196302.929,1452601.728,-1743701.201,1,0.260493901450939,-0.133868348647299,0.00392698431406183,0,0
"330","2015","Croatia","UK",25,1,21,47,2.83321334405622,0.51063829787234,231990.718,231293.264,-697.453999999998,1,1.23739253105091,-1.14925746376635,0.19153171829356,0,0
"331","2015","Croatia","FR",53,0,19,72,4.67282883446191,0.736111111111111,475740.793,301650.004,-174090.789,1,1.11618682923864,-1.33544259406811,0.00849056186946198,0,0
"332","2015","Czechia","RU",195,106,127,428,0.607415394275941,0.207943925233645,4194560.296,3199489.631,-995070.665,1,0.616527471523335,-0.0348984009826562,0.354570112233144,0,0
"333","2015","Czechia","CN",12,31,36,79,-0.924258901523332,-0.240506329113924,18998267.416,1849509.931,-17148757.485,1,-0.75916418528059,0.766890208266701,0.821446370250112,0,0
"334","2015","Czechia","USA",86,56,167,309,0.425903775785438,0.0970873786407767,3277159.311,3687821.356,410662.045,1,1.69413711774009,0.621444170929901,0.919063390431561,0,0
"335","2015","Czechia","FR",75,36,91,202,0.726820395666533,0.193069306930693,4287283.005,8044959.236,3757676.231,1,1.0139311998597,0.438033320252836,0.765409841015341,0,0
"336","2015","Czechia","DE",128,217,168,513,-0.526269946193464,-0.173489278752437,36564620.718,50567277.256,14002656.538,1,0.721981653865478,0.733909181225336,0.745239838374147,0,0
"337","2015","Czechia","UK",41,51,57,149,-0.215888380433038,-0.0671140939597315,3018323.573,8371819.837,5353496.264,1,1.16181869142112,0.71517779694912,1.04323088557791,0,0
"338","2015","Hungary","USA",197,79,350,626,0.90998156268089,0.188498402555911,1872102.39,3590703.422,1718601.032,1,1.79503664415152,0.497077970397939,1.23705524785854,1,0
"339","2015","Hungary","FR",63,8,102,173,2.01097374240238,0.317919075144509,4575680.282,4640837.949,65157.6670000004,1,-0.653883959408274,1.1117821965095,0.645079816556348,1,0
"340","2015","Hungary","UK",57,22,103,182,0.93826963859293,0.192307692307692,1711448.78,3909511.996,2198063.216,1,0.564299987331139,0.423944593838251,0.542041684879135,1,0
"341","2015","Hungary","CN",32,24,56,112,0.28256697178501,0.0714285714285714,4776876.86,1796783.797,-2980093.063,1,-0.0364310743691105,0.290671103153734,0.772247161374966,1,0
"342","2015","Hungary","RU",268,108,177,553,0.906100740968405,0.289330922242315,3642933.658,1707361.623,-1935572.035,1,0.438616281785211,-0.296154056866947,-0.0600397898220078,1,0
"343","2015","Hungary","DE",139,133,151,423,0.0439631234211162,0.0141843971631206,23774536.609,27340552.047,3566015.438,1,0.808435252483002,0.565758108408088,0.627424679049196,1,0
"344","2016","Croatia","DE",101,0,49,150,5.31320597904179,0.673333333333333,3517263.8,1608276.765,-1908987.035,1,-0.221059331586089,0.356587530745613,0.342551662153551,1,0
"345","2016","Croatia","UK",22,0,11,33,3.80666248977032,0.666666666666667,234742.133,192094.641,-42647.492,1,0.780753640851989,-1.11836147461117,-0.471148625876246,1,0
"346","2016","Croatia","FR",41,0,21,62,4.4188406077966,0.661290322580645,529453.511,320070.711,-209382.8,1,0.924872518609601,-0.985460609770731,0.173059149772214,1,0
"347","2016","Croatia","CN",6,0,4,10,2.56494935746154,0.6,645480.536,83844.599,-561635.937,1,1.04732539459913,-1.04212685641897,0.471344403881618,1,0
"348","2016","Croatia","USA",29,1,18,48,2.97892515523761,0.583333333333333,208873.429,505813.585,296940.156,1,1.21150930714242,-0.859917703004647,1.34466250045081,1,0
"349","2016","Croatia","RU",55,1,22,78,3.61091791264422,0.692307692307692,334198.396,209945.098,-124253.298,1,1.06974812938866,-1.09975421354944,-0.107224197529055,1,0
"350","2016","Czechia","CN",152,146,201,499,0.0401391675903443,0.0120240480961924,17648830.336,1913741.001,-15735089.335,1,-0.612765441166231,0.639937638392663,0.885718534403575,0,0
"351","2016","Czechia","FR",73,48,140,261,0.415721608275353,0.0957854406130268,4523591.937,8392963.815,3869371.878,1,1.06958196250909,0.567300766291541,0.8593397985886,0,0
"352","2016","Czechia","RU",82,64,69,215,0.246133069538909,0.0837209302325581,3411413.128,3074515.354,-336897.774,1,1.14826623097699,-0.363182205878297,0.289392669405531,0,0
"353","2016","Czechia","USA",105,84,167,356,0.221959418552993,0.0589887640449438,3273747.64,3492140.647,218393.007,1,1.1249767012915,0.618891900697194,0.79087846006139,0,0
"354","2016","Czechia","UK",93,158,131,382,-0.527793157022694,-0.170157068062827,3809269.324,8519963.103,4710693.779,1,0.886265328636883,1.44611129581514,1.08758820549343,0,0
"355","2016","Czechia","DE",122,270,206,598,-0.792161068301754,-0.247491638795987,37779178.409,52492419.079,14713240.67,1,0.809302352722676,0.818191987547622,0.832448684121238,0,0
"356","2016","Hungary","FR",47,4,69,120,2.35665231426432,0.358333333333333,3963012.795,4928435.577,965422.782,1,0.824449538881908,0.686102773222852,0.799430980654178,1,0
"357","2016","Hungary","UK",88,42,128,258,0.733498476083513,0.178294573643411,1805756.38,4004619.627,2198863.247,1,0.564985551050777,0.595142117680864,0.59983195378808,1,0
"358","2016","Hungary","CN",38,32,50,120,0.169418151958047,0.05,4866965.63,2244571.155,-2622394.475,1,0.143357786627701,0.323489507627422,1.24893294596246,1,0
"359","2016","Hungary","RU",154,50,97,301,1.11822076005649,0.345514950166113,2636732.164,1595367.236,-1041364.928,1,1.01111363412103,-0.692354338638976,-0.160357125563054,1,0
"360","2016","Hungary","USA",96,40,219,355,0.868241034232447,0.157746478873239,1969667.746,3534177.601,1564509.855,1,1.54551474275303,0.652296729585337,1.18784529572264,1,0
"361","2016","Hungary","DE",85,113,132,330,-0.283286460978743,-0.0848484848484849,24936485.961,28293698.112,3357212.151,1,0.676125234040704,0.688317516985277,0.717494387207402,1,0
"362","2017","Croatia","RU",119,0,55,174,5.47646355193151,0.683908045977011,338616.079,200941.958,-137674.121,1,1.05489799632988,-1.0947811461842,-0.202338473605387,1,1
