"","year","country.x","gp","npos","nneg","nneu","nmention","log_senti","add_senti","import","export","merleg","eu","n_merleg","n_import","n_export","leftright","valasztasi_ev"
"51","1997","Hungary","DE",54,55,94,203,-0.0181823190831905,-0.00492610837438424,5694905.856,7033150.976,1338245.12,0,-0.603210780942648,-1.34123452304153,-1.29156943432064,0,1
"52","1997","Hungary","CN",19,22,21,62,-0.143100843640673,-0.0483870967741935,287950.016,15251,-272699.016,0,1.32437746194996,-1.34459838514306,-1.12425872235366,0,1
"53","1997","Hungary","FR",57,9,93,159,1.80049314919681,0.30188679245283,924582.976,706099.968,-218483.008,0,-1.11965288052229,-1.4249886107547,-1.46666008898729,0,1
"54","1997","Hungary","RU",173,76,131,380,0.818886858554424,0.255263157894737,1833489.024,947353.984,-886135.04,0,1.11049631536758,-1.00863806540459,-0.740805527548871,0,1
"55","1998","Czechia","UK",24,17,47,88,0.336472236621213,0.0795454545454545,1151128.704,930451.584,-220677.12,0,-1.2276901492356,-1.01034544777067,-1.18487681799802,1,0
"56","1998","Czechia","DE",84,123,168,375,-0.379489621704904,-0.104,10953738.24,11498596.352,544858.112,0,-0.931790659245517,-1.04332796743483,-1.02456980670946,1,0
"57","1998","Czechia","CN",16,8,11,35,0.663294217410264,0.228571428571429,519306.72,45277.192,-474029.528,0,0.967662037233788,-0.971576581869618,-0.983940691993462,1,0
"58","1998","Czechia","FR",26,18,305,349,0.359374000907897,0.0229226361031519,1332937.088,940012.864,-392924.224,0,-1.05404626369941,-1.17807466251891,-1.15228708469735,1,0
"59","1998","Czechia","RU",96,40,86,222,0.868241034232447,0.252252252252252,1593678.336,681875.584,-911802.752,0,0.683799729871203,-1.12514996646266,-0.95843324773299,1,0
"60","1998","Czechia","USA",60,67,182,309,-0.109484232841688,-0.0226537216828479,1118473.728,620919.104,-497554.624,0,-0.994392366417354,-0.993467980700019,-1.08997804054946,1,0
"61","1998","Hungary","UK",15,7,17,39,0.725937003382936,0.205128205128205,872459.008,809163.008,-63296,0,-1.37350721708704,-1.09908188012227,-1.34182399281916,1,0
"62","1998","Hungary","CN",5,3,2,10,0.451985123743057,0.2,434099.008,18850,-415249.008,0,1.25272802983986,-1.29135782327417,-1.12042745711564,1,0
"63","1998","Hungary","USA",45,20,110,175,0.797287439812542,0.142857142857143,985817.984,1034347.008,48529.024,0,-0.9093332686602,-0.912930370948756,-0.988444082354356,1,0
"64","1998","Hungary","FR",29,2,50,81,2.46809953147162,0.333333333333333,1229133.056,864875.008,-364258.048,0,-1.35903139386899,-1.21338818284378,-1.38144689573495,1,0
"65","1998","Hungary","RU",36,12,27,75,1.07158361628019,0.32,1533264,643283.008,-889980.992,0,1.1080340252337,-1.12685418793384,-1.01317266134549,1,0
"66","1998","Hungary","DE",34,40,78,152,-0.160342650075179,-0.0394736842105263,7233585.152,8356772.864,1123187.712,0,-0.73948377753888,-1.17893861557952,-1.16649076952651,1,0
"67","1999","Czechia","DE",70,71,106,247,-0.014084739881739,-0.00404858299595142,9770483.614,11293301.152,1522817.538,0,-0.811613333737349,-1.12543853427912,-1.0338696708626,0,0
"68","1999","Czechia","UK",29,22,54,105,0.2708749541354,0.0666666666666667,1093514.603,904914.226,-188600.377,0,-1.21393965105447,-1.06358813397855,-1.19252325910324,0,0
"69","1999","Czechia","RU",48,21,39,108,0.81351086280982,0.25,1389652.849,384866.107,-1004786.742,0,0.608677839912275,-1.21067445777774,-1.11333166900113,0,0
"70","1999","Czechia","CN",16,12,14,42,0.27763173659828,0.0952380952380952,564735.819,58689.854,-506045.965,0,0.964346431539612,-0.967302695409412,-0.970519448757145,0,0
"71","1999","Czechia","USA",83,41,128,252,0.699153204620157,0.166666666666667,1177306.614,653242.865,-524063.749,0,-1.07286545174422,-0.949455113210155,-1.06880365358888,0,0
"72","1999","Czechia","FR",36,21,77,134,0.529259325454829,0.111940298507463,1541327.056,1044976.011,-496351.045,0,-1.10557720175872,-1.06407965303934,-1.12395646912673,0,0
"73","1999","Hungary","UK",14,17,43,74,-0.18805223150294,-0.0405405405405405,852992,1119770,266778,0,-1.09065972843262,-1.13442053327667,-1.15308980394341,1,0
"74","1999","Hungary","CN",13,8,15,36,0.462623521948113,0.138888888888889,610175,70780,-539395,0,1.19032893952251,-1.22721516572027,-1.0651461001247,1,0
"75","1999","Hungary","FR",48,5,83,136,2.17681570570501,0.316176470588235,1313590,1123372,-190218,0,-1.07323865491294,-1.15470776650488,-1.24271379175056,1,0
"76","1999","Hungary","USA",65,55,154,274,0.165667121888817,0.0364963503649635,967904,1297182,329278,0,-0.454712701337273,-0.941430101617323,-0.759626576528851,1,0
"77","1999","Hungary","DE",45,56,87,188,-0.21652831219549,-0.0585106382978723,8188800,9599872,1411072,0,-0.557063395169477,-1.07818502710897,-1.04902128556947,1,0
"78","1999","Hungary","RU",48,29,38,115,0.497173534597663,0.165217391304348,1631062,356233,-1274829,0,0.861643156824161,-1.08834540476487,-1.27029351175924,1,0
"79","2000","Czechia","UK",17,23,46,86,-0.294799540220645,-0.0697674418604651,1330436.147,1246422.548,-84013.5990000002,0,-1.16910591277067,-0.84464278545912,-1.09026823056373,0,0
"80","2000","Czechia","USA",41,16,67,124,0.922333046330118,0.201612903225806,1420801.481,818242.578,-602558.903,0,-1.30522909700173,-0.76729666333005,-0.960716981018596,0,0
"81","2000","Czechia","RU",25,10,19,54,0.887303195000903,0.277777777777778,2079208.618,386505.014,-1692703.604,0,0.0529088864821742,-0.921622794457342,-1.1124769349722,0,0
"82","2000","Czechia","DE",35,54,117,206,-0.428668005187828,-0.0922330097087379,10379564.209,11752223.351,1372659.142,0,-0.830065668214747,-1.08317210082483,-1.01308051404082,0,0
"83","2000","Czechia","CN",2,5,5,12,-0.78845736036427,-0.25,694820.049,66119.751,-628700.298,0,0.951644412107834,-0.955064609215289,-0.96308479821143,0,0
"84","2000","Czechia","FR",9,4,37,50,0.747214401830221,0.1,1597391.139,1168312.831,-429078.308,0,-1.07205952027234,-1.03341106695343,-1.09066661327739,0,0
"85","2000","Hungary","UK",13,19,34,66,-0.367724780125317,-0.0909090909090909,1017082,1156318,139236,0,-1.19995320322301,-0.836546324969658,-1.13088213536965,1,0
"86","2000","Hungary","FR",50,14,73,137,1.24782468685479,0.262773722627737,1401018,1470547,69529,0,-0.646705753901466,-1.09396306989736,-1.05638796643581,1,0
"87","2000","Hungary","USA",43,31,136,210,0.322773392263051,0.0571428571428571,1223605,1475016,251411,0,-0.580803774651586,-0.534630049117369,-0.604808787537602,1,0
"88","2000","Hungary","DE",48,59,89,196,-0.204412514608147,-0.0561224489795918,8213042,10471263,2258221,0,-0.0202600649930905,-1.07562804372789,-0.966677208471809,1,0
"89","2000","Hungary","RU",45,26,39,110,0.540567592964728,0.172727272727273,2588598,455388,-2133210,0,0.31208271836595,-0.711307569630364,-1.1814768693198,1,0
"90","2000","Hungary","CN",14,6,8,28,0.802346472524937,0.285714285714286,938818,40640,-898178,0,1.00999502410035,-1.10749392963894,-1.09723121662204,1,0
"91","2001","Czechia","RU",42,38,67,147,0.0988458346366326,0.0272108843537415,1997181.588,487367.118,-1509814.47,0,0.200665262596295,-0.956007322184689,-1.05987463812568,0,1
"92","2001","Czechia","FR",36,21,77,134,0.529259325454829,0.111940298507463,1751471.385,1430236.895,-321234.49,0,-1.01832787647137,-0.949124960131889,-1.01997065781143,0,1
"93","2001","Czechia","CN",3,7,6,16,-0.762140052046897,-0.25,1068089.261,80560.683,-987528.578,0,0.914484340598325,-0.919948125149017,-0.948634627102137,0,1
"94","2001","Czechia","UK",35,34,70,139,0.0285733724440559,0.00719424460431655,1456901.731,1823588.972,366687.241,0,-0.975901724906207,-0.727772656651444,-0.917452034423818,0,1
"95","2001","Czechia","USA",44,28,68,140,0.44558510189759,0.114285714285714,1451762.48,998206.234,-453556.246,0,-0.864147084046189,-0.744134747622893,-0.842827850141002,0,1
"96","2001","Czechia","DE",68,80,186,334,-0.161423439156338,-0.0359281437125748,12013812.135,12736693.479,722881.344000001,0,-0.9099141321307,-0.969765382930477,-0.968484057556601,0,1
"97","2001","Hungary","UK",17,12,35,64,0.336472236621213,0.078125,992732,1314461,321729,0,-1.04357103817211,-0.880749122046115,-1.03478967254648,1,1
"98","2001","Hungary","FR",62,17,102,181,1.27296567581289,0.248618784530387,1579152,1818804,239652,0,-0.367345234939647,-0.970196132697794,-0.869481441062041,1,1
"99","2001","Hungary","DE",63,82,94,239,-0.261758387441989,-0.0794979079497908,8392524,10858885,2466361,0,0.111629655874092,-1.05669674716802,-0.930047984790652,1,1
"100","2001","Hungary","USA",110,38,185,333,1.05435727966407,0.216216216216216,1424236,1525300,101064,0,-0.824262680216036,-0.215442007877333,-0.561032807119706,1,1
"101","2001","Hungary","RU",55,39,46,140,0.340082348845313,0.114285714285714,2369318,472337,-1896981,0,0.463323382845412,-0.797650909711879,-1.16629505022135,1,1
