"","gp","year","country.x","npos","nneg","nneu","nmention","log_senti","add_senti","fdi_flow","import","export"
"1","CN",2000,"Hungary",14,6,8,28,0.802346472524937,0.285714285714286,40714.8099999,938818,40640
"2","CN",2001,"Hungary",9,12,7,28,-0.27443684570176,-0.107142857142857,46877.5899999,1333574,112698
"3","CN",2002,"Hungary",3,1,1,5,0.847297860387204,0.4,52742.86,2084885,154693
"4","CN",2003,"Hungary",5,15,16,36,-1.03609193168678,-0.277777777777778,53504.6999999,3298099,178082
"5","CN",2004,"Hungary",12,10,12,34,0.174353387144778,0.0588235294117647,60630,2874298,390870
"6","CN",2005,"Hungary",38,24,24,86,0.451985123743057,0.162790697674419,72406,3587953,401960
"7","CN",2006,"Hungary",11,6,4,21,0.570544858467613,0.238095238095238,72715,3858845,762040
"8","CN",2007,"Hungary",14,9,22,45,0.422856850820034,0.111111111111111,83521,5128096,1014446
"9","CN",2008,"Hungary",37,23,61,121,0.467340511826252,0.115702479338843,108312,6129649,1110516
"10","CN",2009,"Hungary",24,16,32,72,0.395312736644146,0.111111111111111,94065,4949087,1214685
"11","CN",2010,"Hungary",28,17,18,63,0.487703206345136,0.174603174603175,114734,6173901,1530089
"12","CN",2011,"Hungary",70,34,48,152,0.714653385780909,0.236842105263158,123985,6079151,1687531
"13","CN",2012,"Hungary",29,22,19,70,0.2708749541354,0.1,121073,5412282.799,1810642.365
"14","CN",2013,"Hungary",35,15,31,81,0.828692672556169,0.246913580246914,123911,5360437.378,1997306.55
"15","CN",2014,"Hungary",23,22,40,85,0.0434851119397389,0.0117647058823529,128502,5140096.968,2156226.729
"16","CN",2015,"Hungary",32,24,56,112,0.28256697178501,0.0714285714285714,135577,4776876.86,1796783.797
"17","CN",2016,"Hungary",38,32,50,120,0.169418151958047,0.05,133711,4866965.63,2244571.155
"18","CN",2017,"Hungary",38,38,49,125,0,0,136315,5291354.643,2663851.719
"19","CN",2018,"Hungary",33,40,97,170,-0.189756535281473,-0.0411764705882353,138305,6377348.262,2371480.673
"20","CN",2019,"Hungary",52,30,31,113,0.543086485984212,0.194690265486726,141225,7157897.5,1666400.946
"21","DE",2000,"Hungary",48,59,89,196,-0.204412514608147,-0.0561224489795918,198279.339414041,8213042,10471263
"22","DE",2001,"Hungary",63,82,94,239,-0.261758387441989,-0.0794979079497908,26401.9964026273,8392524,10858885
"23","DE",2002,"Hungary",33,33,37,103,0,0,53522.3311843207,9144482,12162077
"24","DE",2003,"Hungary",51,48,52,151,0.060018009726253,0.0198675496688742,32376.7654513258,11682106,14595414
"25","DE",2004,"Hungary",45,59,66,170,-0.268263986594679,-0.0823529411764706,-10192.1787015825,17678363,17539824
"26","DE",2005,"Hungary",112,90,102,304,0.217603370938594,0.0723684210526316,47449.7960503408,18206775,18731716
"27","DE",2006,"Hungary",29,42,39,110,-0.365113812584597,-0.118181818181818,55654.5604855352,21048974,21841723
"28","DE",2007,"Hungary",45,68,68,181,-0.409121419311275,-0.12707182320442,80212.4814203477,25396652,26824553
"29","DE",2008,"Hungary",53,76,70,199,-0.357609086930529,-0.115577889447236,8127.02823437214,27776612,28909331
"30","DE",2009,"Hungary",57,60,70,187,-0.050858417233491,-0.0160427807486631,23805.5964981253,19198627,21101987
"31","DE",2010,"Hungary",46,53,64,163,-0.14022934130865,-0.0429447852760736,65642.9881662682,20989922,23805449
"32","DE",2011,"Hungary",94,108,132,334,-0.138150338480817,-0.0419161676646707,67513.6643242905,24178676,27550353
"33","DE",2012,"Hungary",130,134,192,456,-0.0301909722791457,-0.0087719298245614,28181.1243566056,23192912.486,25694396.139
"34","DE",2013,"Hungary",103,96,106,305,0.0700286043604836,0.0229508196721311,12776.787303141,24748861.15,27888022.586
"35","DE",2014,"Hungary",64,53,80,197,0.186983569899766,0.0558375634517767,-3204.08645849109,26343462.558,30899985.817
"36","DE",2015,"Hungary",139,133,151,423,0.0439631234211162,0.0141843971631206,30540.8820591368,23774536.609,27340552.047
"37","DE",2016,"Hungary",85,113,132,330,-0.283286460978743,-0.0848484848484849,15633.1473733147,24936485.961,28293698.112
"38","DE",2017,"Hungary",77,86,112,275,-0.109866477578532,-0.0327272727272727,60353.7499575242,27675683.525,31009859.837
"39","DE",2018,"Hungary",88,81,77,246,0.0823995317670668,0.0284552845528455,73569.5808778062,30458352.546,33803393.819
"40","DE",2019,"Hungary",85,74,86,245,0.137717250557201,0.0448979591836735,36358.6411875336,29633015.787,33827808.495
"41","FR",2000,"Hungary",50,14,73,137,1.24782468685479,0.262773722627737,27495.0156623365,1401018,1470547
"42","FR",2001,"Hungary",62,17,102,181,1.27296567581289,0.248618784530387,15946.7727358144,1579152,1818804
"43","FR",2002,"Hungary",14,4,56,74,1.17007125265025,0.135135135135135,21514.4567314479,1808097,1945066
"44","FR",2003,"Hungary",62,6,69,137,2.26336437984076,0.408759124087591,7855.00894999515,2288787,2473362
"45","FR",2004,"Hungary",66,14,77,157,1.52305329823528,0.331210191082803,-2573.57968113837,2776299,3090910
"46","FR",2005,"Hungary",84,5,91,180,2.7320034421247,0.438888888888889,33228.7258119435,3259322,3186557
"47","FR",2006,"Hungary",17,4,56,77,1.35812348415319,0.168831168831169,25325.7403646281,3672134,3463762
"48","FR",2007,"Hungary",38,9,65,112,1.39936644268724,0.258928571428571,63499.5661326129,4133376,4485675
"49","FR",2008,"Hungary",53,4,82,139,2.47560425712569,0.352517985611511,37593.4258615007,4729529,5072915
"50","FR",2009,"Hungary",34,5,60,99,1.83621123179889,0.292929292929293,30733.4891080416,3384456,4497356
"51","FR",2010,"Hungary",41,17,96,154,0.863492546307184,0.155844155844156,13890.0939679092,3237860,4748050
"52","FR",2011,"Hungary",67,13,116,196,1.6094379124341,0.275510204081633,31641.9055958463,3693345,5183997
"53","FR",2012,"Hungary",76,13,124,213,1.73460105538811,0.295774647887324,16062.0536712348,3404552.005,4741081.381
"54","FR",2013,"Hungary",67,6,94,167,2.34032542097689,0.365269461077844,34279.832658211,3767307.511,4798231.955
"55","FR",2014,"Hungary",27,2,50,79,2.39789527279837,0.316455696202532,2672.87620860069,4938423.761,5065487.228
"56","FR",2015,"Hungary",63,8,102,173,2.01097374240238,0.317919075144509,45364.6873129923,4575680.282,4640837.949
"57","FR",2016,"Hungary",47,4,69,120,2.35665231426432,0.358333333333333,23077.2176838016,3963012.795,4928435.577
"58","FR",2017,"Hungary",35,4,41,80,2.0654552997051,0.3875,24832.5256153907,4198134.089,4977767
"59","FR",2018,"Hungary",20,3,45,68,1.76766191764899,0.25,38185.103392893,4375868.163,5378675.793
"60","FR",2019,"Hungary",24,3,45,72,1.94591014905531,0.291666666666667,33964.7143113022,4218213.42,5281012.382
"61","RU",2000,"Hungary",45,26,39,110,0.540567592964728,0.172727272727273,2651.0599999,2588598,455388
"62","RU",2001,"Hungary",55,39,46,140,0.340082348845313,0.114285714285714,2808.331,2369318,472337
"63","RU",2002,"Hungary",50,32,40,122,0.440733246945622,0.147540983606557,3425.021,2283973,454853
"64","RU",2003,"Hungary",33,30,36,99,0.0938187552176549,0.0303030303030303,7754.7579999,2957333,653165
"65","RU",2004,"Hungary",25,31,25,81,-0.211309093667207,-0.0740740740740741,15283.751,3385003,908854
"66","RU",2005,"Hungary",77,35,69,181,0.780745239877931,0.232044198895028,14375.052,4868346,1171082
"67","RU",2006,"Hungary",26,14,35,75,0.602996083565648,0.16,37441.574,6179246,1997876
"68","RU",2007,"Hungary",62,26,50,138,0.858021823750179,0.260869565217391,54921.8499999,6491158,2959936
"69","RU",2008,"Hungary",39,25,46,110,0.437622219742696,0.127272727272727,75855.697,10157294,3872211
"70","RU",2009,"Hungary",40,39,19,98,0.0250013022054172,0.0102040816326531,27752.258,5680583,2937919
"71","RU",2010,"Hungary",49,21,45,115,0.833919734441028,0.243478260869565,31667.969,6828202,3363961
"72","RU",2011,"Hungary",85,35,59,179,0.878983679461344,0.279329608938547,36867.773,8880717,3571730
"73","RU",2012,"Hungary",89,44,110,243,0.698749436108615,0.185185185185185,30187.664,8283260.028,3286884.42
"74","RU",2013,"Hungary",86,34,80,200,0.91918508990052,0.26,53397.139,8540719.077,3373891.857
"75","RU",2014,"Hungary",324,128,154,606,0.92635663180887,0.323432343234323,29151.662,7292483.517,2855657.654
"76","RU",2015,"Hungary",268,108,177,553,0.906100740968405,0.289330922242315,11857.8099999,3642933.658,1707361.623
"77","RU",2016,"Hungary",154,50,97,301,1.11822076005649,0.345514950166113,37175.767,2636732.164,1595367.236
"78","RU",2017,"Hungary",308,122,130,560,0.923610813360661,0.332142857142857,25953.536,3574317.401,1919343.91
"79","RU",2018,"Hungary",210,67,155,432,1.13735805524395,0.331018518518519,13227.642,4604945.123,1840033.183
"80","RU",2019,"Hungary",299,94,144,537,1.15351458305581,0.381750465549348,31735.1389999,4471450.876,2026859.49
"81","UK",2000,"Hungary",13,19,34,66,-0.367724780125317,-0.0909090909090909,115304.018119895,1017082,1156318
"82","UK",2001,"Hungary",17,12,35,64,0.336472236621213,0.078125,35948.780329804,992732,1314461
"83","UK",2002,"Hungary",10,11,12,33,-0.0909717782057268,-0.0303030303030303,19683.0744743512,1069007,1615087
"84","UK",2003,"Hungary",16,10,40,66,0.451985123743057,0.0909090909090909,16590.1461617837,1292623,1970647
"85","UK",2004,"Hungary",19,27,38,84,-0.343771539102824,-0.0952380952380952,61219.7444066059,1614142,3097250
"86","UK",2005,"Hungary",35,19,58,112,0.599118230911669,0.142857142857143,182927.937919774,1638712,3161244
"87","UK",2006,"Hungary",12,5,26,43,0.82098055206983,0.162790697674419,147372.430251322,1883468,3324415
"88","UK",2007,"Hungary",31,21,22,74,0.38193461069797,0.135135135135135,176838.638419119,2370712,4277574
"89","UK",2008,"Hungary",30,21,49,100,0.349673748479749,0.09,92158.3334252509,2120250,5055838
"90","UK",2009,"Hungary",23,11,35,69,0.714653385780909,0.173913043478261,89709.137757256,1515060,4390645
"91","UK",2010,"Hungary",46,23,35,104,0.682451891443197,0.221153846153846,58200.2815295305,1640926,5162439
"92","UK",2011,"Hungary",67,48,91,206,0.330563799935047,0.0922330097087379,42200.4002300762,2072420,5072538
"93","UK",2012,"Hungary",37,24,87,148,0.425667815425684,0.0878378378378378,55446.1201143043,1789767.224,4271671.597
"94","UK",2013,"Hungary",69,38,103,210,0.590668511277008,0.147619047619048,51675.8903167308,1832176.91,4195337.928
"95","UK",2014,"Hungary",30,22,42,94,0.304211374402992,0.0851063829787234,24690.240731904,1798762.022,4056711.297
"96","UK",2015,"Hungary",57,22,103,182,0.93826963859293,0.192307692307692,39185.7000993049,1711448.78,3909511.996
"97","UK",2016,"Hungary",88,42,128,258,0.733498476083513,0.178294573643411,258698.67545198,1805756.38,4004619.627
